Method;LOC;CC;NP;NV;NEST;Ca;Ce;NChg;NCall
ShareX.ScreenCaptureLib.ScrollingCaptureForm.CombineAndPreviewImagesFromControl();3.0;2.0;0;1.0;1.0;7;4;2.0;3.0
ShareX.ScreenCaptureLib.ScrollingCaptureForm.CombineAndPreviewImages();2.0;1.0;0;0.0;0.0;4;3;3.0;2.0
ShareX.ScreenCaptureLib.ScrollingCaptureForm.CombineImages();31.0;17.0;0;17.0;6.0;2;3;9.0;2.0
ShareX.ScreenCaptureLib.ScrollingCaptureForm.GuessEdges();18.0;4.0;0;9.0;2.0;2;2;2.0;2.0
ShareX.ScreenCaptureLib.ScrollingCaptureForm.chkAutoUpload_CheckedChanged(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;2;1.0;0.0
ShareX.ScreenCaptureLib.ScrollingCaptureForm.GuessEdges(Image,Image);53.0;17.0;2;26.0;3.0;1;3;4.0;2.0
ShareX.ScreenCaptureLib.ScrollingCaptureForm.GuessCombineAdjustments();9.0;3.0;0;5.0;2.0;2;2;3.0;2.0
ShareX.ScreenCaptureLib.ScrollingCaptureForm.CalculateVerticalOffset(Image,Image,Int32);36.0;11.0;3;23.0;5.0;1;4;5.0;2.0
ShareX.ScreenCaptureLib.ScrollingCaptureForm.InitializeComponent();341.0;1.0;0;1.0;0.0;1;26;32.0;1.0
ShareX.ScreenCaptureLib.TextDrawingInputBox.TextDrawingInputBox(String,TextDrawingOptions);21.0;4.0;2;3.0;1.0;1;17;8.0;6.0
ShareX.ScreenCaptureLib.TextDrawingInputBox.Close(DialogResult);4.0;2.0;1;1.0;1.0;3;1;1.0;0.0
ShareX.ScreenCaptureLib.TextDrawingInputBox.TextDrawingInputBox_Shown(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;1.0;6.0
ShareX.ScreenCaptureLib.TextDrawingInputBox.cbFonts_SelectedIndexChanged(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;3;3.0;8.0
ShareX.ScreenCaptureLib.TextDrawingInputBox.nudTextSize_ValueChanged(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;3;4.0;6.0
ShareX.ScreenCaptureLib.TextDrawingInputBox.btnTextColor_ColorChanged(Color);2.0;1.0;1;0.0;0.0;1;4;4.0;6.0
ShareX.ScreenCaptureLib.TextDrawingInputBox.cbBold_CheckedChanged(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;3;4.0;2.0
ShareX.ScreenCaptureLib.TextDrawingInputBox.cbItalic_CheckedChanged(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;3;4.0;2.0
ShareX.ScreenCaptureLib.TextDrawingInputBox.cbUnderline_CheckedChanged(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;3;4.0;0.0
ShareX.ScreenCaptureLib.TextDrawingInputBox.btnAlignmentHorizontal_Click(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;0;1.0;0.0
ShareX.ScreenCaptureLib.TextDrawingInputBox.tsmiAlignmentLeft_Click(Object,EventArgs);3.0;1.0;2;0.0;0.0;1;4;2.0;0.0
ShareX.ScreenCaptureLib.TextDrawingInputBox.tsmiAlignmentCenter_Click(Object,EventArgs);3.0;1.0;2;0.0;0.0;1;4;2.0;0.0
ShareX.ScreenCaptureLib.TextDrawingInputBox.tsmiAlignmentRight_Click(Object,EventArgs);3.0;1.0;2;0.0;0.0;1;4;2.0;0.0
ShareX.ScreenCaptureLib.TextDrawingInputBox.btnAlignmentVertical_Click(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;0;1.0;1.0
ShareX.ScreenCaptureLib.TextDrawingInputBox.tsmiAlignmentTop_Click(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;3;2.0;0.0
ShareX.ScreenCaptureLib.TextDrawingInputBox.tsmiAlignmentMiddle_Click(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;3;2.0;1.0
ShareX.ScreenCaptureLib.TextDrawingInputBox.tsmiAlignmentBottom_Click(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;3;2.0;0.0
ShareX.ScreenCaptureLib.TextDrawingInputBox.txtInput_KeyDown(Object,KeyEventArgs);2.0;3.0;2;1.0;1.0;1;0;2.0;40.0
ShareX.ScreenCaptureLib.TextDrawingInputBox.txtInput_KeyUp(Object,KeyEventArgs);4.0;3.0;2;2.0;1.0;1;1;3.0;40.0
ShareX.ScreenCaptureLib.TextDrawingInputBox.btnOK_Click(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;2.0;3.0
ShareX.ScreenCaptureLib.TextDrawingInputBox.btnCancel_Click(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;4.0;3.0
ShareX.ScreenCaptureLib.TextDrawingInputBox.UpdateInputBox();15.0;6.0;0;4.0;1.0;10;8;4.0;30.0
ShareX.ScreenCaptureLib.TextDrawingInputBox.UpdateHorizontalAlignmentImage();7.0;5.0;0;2.0;1.0;4;5;2.0;6.0
ShareX.ScreenCaptureLib.TextDrawingInputBox.UpdateVerticalAlignmentImage();7.0;5.0;0;2.0;1.0;4;5;2.0;7.0
ShareX.ScreenCaptureLib.TextDrawingInputBox.Dispose(Boolean);3.0;3.0;1;1.0;1.0;0;0;1.0;6.0
ShareX.ScreenCaptureLib.TextDrawingInputBox.InitializeComponent();151.0;1.0;0;1.0;0.0;1;32;14.0;6.0
ShareX.ScreenCaptureLib.WebpageCaptureForm.WebpageCaptureForm(WebpageCaptureOptions);8.0;1.0;1;0.0;0.0;1;7;4.0;2.0
ShareX.ScreenCaptureLib.WebpageCaptureForm.LoadSettings();10.0;3.0;0;4.0;1.0;1;6;6.0;2.0
ShareX.ScreenCaptureLib.WebpageCaptureForm.CheckClipboardURL();4.0;3.0;0;3.0;2.0;1;1;2.0;2.0
ShareX.ScreenCaptureLib.WebpageCaptureForm.CleanPictureBox();3.0;2.0;0;1.0;1.0;2;0;1.0;6.0
ShareX.ScreenCaptureLib.WebpageCaptureForm.txtURL_TextChanged(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;3.0;2.0
ShareX.ScreenCaptureLib.WebpageCaptureForm.nudWebpageWidth_ValueChanged(Object,EventArgs);1.0;1.0;2;1.0;0.0;1;3;2.0;0.0
ShareX.ScreenCaptureLib.WebpageCaptureForm.nudWebpageHeight_ValueChanged(Object,EventArgs);1.0;1.0;2;1.0;0.0;1;3;2.0;0.0
ShareX.ScreenCaptureLib.WebpageCaptureForm.nudCaptureDelay_ValueChanged(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;2;2.0;0.0
ShareX.ScreenCaptureLib.WebpageCaptureForm.btnCapture_Click(Object,EventArgs);3.0;2.0;2;1.0;1.0;1;3;2.0;3.0
ShareX.ScreenCaptureLib.WebpageCaptureForm.StartCapture();7.0;1.0;0;2.0;2.0;1;5;7.0;3.0
ShareX.ScreenCaptureLib.WebpageCaptureForm.StopCapture();4.0;1.0;0;0.0;0.0;1;3;2.0;0.0
ShareX.ScreenCaptureLib.WebpageCaptureForm.webpageCapture_CaptureCompleted(Bitmap);6.0;3.0;1;3.0;3.0;1;3;5.0;3.0
ShareX.ScreenCaptureLib.WebpageCaptureForm.UpdateControls();3.0;2.0;0;5.0;1.0;5;3;3.0;10.0
ShareX.ScreenCaptureLib.WebpageCaptureForm.OnImageUploadRequested(Image);2.0;2.0;1;1.0;1.0;1;0;1.0;4.0
ShareX.ScreenCaptureLib.WebpageCaptureForm.OnImageCopyRequested(Image);2.0;2.0;1;1.0;1.0;1;0;1.0;2.0
ShareX.ScreenCaptureLib.WebpageCaptureForm.btnUpload_Click(Object,EventArgs);4.0;2.0;2;4.0;3.0;1;1;2.0;4.0
ShareX.ScreenCaptureLib.WebpageCaptureForm.btnCopy_Click(Object,EventArgs);4.0;2.0;2;4.0;3.0;1;1;2.0;2.0
ShareX.ScreenCaptureLib.WebpageCaptureForm.Dispose(Boolean);7.0;5.0;1;3.0;1.0;0;1;4.0;2.0
ShareX.ScreenCaptureLib.WebpageCaptureForm.InitializeComponent();93.0;1.0;0;1.0;0.0;1;7;4.0;2.0
ShareX.ScreenCaptureLib.RectangleAnnotateOptions.RectangleAnnotateOptions();2.0;1.0;0;0.0;0.0;0;1;1.0;0.0
ShareX.ScreenCaptureLib.ColorBlinkAnimation.Update();15.0;5.0;0;7.0;2.0;0;9;6.0;0.0
ShareX.ScreenCaptureLib.OpacityAnimation.Update();7.0;4.0;0;5.0;2.0;0;7;1.0;117561.0
ShareX.ScreenCaptureLib.BaseShape.Intersects(Point);1.0;1.0;1;2.0;0.0;1;1;1.0;29971.0
ShareX.ScreenCaptureLib.BaseShape.ShowNodes();1.0;1.0;0;0.0;0.0;3;2;1.0;54.0
ShareX.ScreenCaptureLib.BaseShape.Remove();1.0;1.0;0;0.0;0.0;5;2;1.0;0.0
ShareX.ScreenCaptureLib.BaseShape.AddShapePath(GraphicsPath,Int32);4.0;2.0;2;2.0;1.0;2;3;2.0;0.0
ShareX.ScreenCaptureLib.BaseShape.Move(Int32,Int32);2.0;1.0;2;0.0;0.0;10;5;4.0;1930.0
ShareX.ScreenCaptureLib.BaseShape.Move(Point);1.0;1.0;1;0.0;0.0;3;1;2.0;1811.0
ShareX.ScreenCaptureLib.BaseShape.Resize(Int32,Int32,Boolean);3.0;2.0;3;1.0;1.0;1;4;3.0;0.0
ShareX.ScreenCaptureLib.BaseShape.OnCreating();6.0;3.0;0;2.0;1.0;1;8;4.0;54.0
ShareX.ScreenCaptureLib.BaseShape.OnCreated();1.0;1.0;0;1.0;0.0;6;2;4.0;30.0
ShareX.ScreenCaptureLib.BaseShape.OnUpdate();16.0;10.0;0;9.0;3.0;3;18;9.0;26276.0
ShareX.ScreenCaptureLib.BaseShape.OnShapePathRequested(GraphicsPath,Rectangle);1.0;1.0;2;0.0;0.0;2;0;2.0;904.0
ShareX.ScreenCaptureLib.BaseShape.OnNodeVisible();5.0;2.0;0;3.0;1.0;3;3;4.0;51.0
ShareX.ScreenCaptureLib.BaseShape.OnNodeUpdate();60.0;37.0;0;32.0;5.0;2;19;10.0;2141.0
ShareX.ScreenCaptureLib.BaseShape.OnNodePositionUpdate();26.0;6.0;0;15.0;1.0;2;6;3.0;13069.0
ShareX.ScreenCaptureLib.ArrowDrawingShape.OnConfigLoad();2.0;1.0;0;0.0;0.0;0;4;1.0;2.0
ShareX.ScreenCaptureLib.ArrowDrawingShape.OnConfigSave();2.0;1.0;0;0.0;0.0;0;4;1.0;2.0
ShareX.ScreenCaptureLib.ArrowDrawingShape.CreatePen(Color,Int32);14.0;3.0;2;8.0;2.0;0;4;5.0;69250.0
ShareX.ScreenCaptureLib.ArrowDrawingShape.ArrowDrawingShape();1.0;1.0;0;0.0;0.0;1;1;1.0;0.0
ShareX.ScreenCaptureLib.CropDrawingShape.OnDraw(Graphics);2.0;2.0;1;1.0;1.0;0;4;5.0;842.0
ShareX.ScreenCaptureLib.CropDrawingShape.OnCreated();4.0;2.0;0;1.0;1.0;0;7;4.0;3.0
ShareX.ScreenCaptureLib.CropDrawingShape.CropDrawingShape();1.0;1.0;0;0.0;0.0;1;1;1.0;0.0
ShareX.ScreenCaptureLib.CursorDrawingShape.CursorDrawingShape();2.0;1.0;0;0.0;0.0;1;1;1.0;0.0
ShareX.ScreenCaptureLib.CursorDrawingShape.UpdateCursor(IntPtr,Point);4.0;1.0;2;1.0;0.0;2;2;4.0;10.0
ShareX.ScreenCaptureLib.CursorDrawingShape.OnCreating();2.0;1.0;0;0.0;0.0;0;6;6.0;4.0
ShareX.ScreenCaptureLib.CursorDrawingShape.OnDraw(Graphics);4.0;4.0;1;2.0;2.0;0;5;6.0;22669.0
ShareX.ScreenCaptureLib.CursorDrawingShape.Resize(Int32,Int32,Boolean);1.0;1.0;3;0.0;0.0;0;1;1.0;0.0
ShareX.ScreenCaptureLib.CursorDrawingShape.Dispose();2.0;2.0;0;1.0;1.0;0;0;2.0;20.0
ShareX.ScreenCaptureLib.ImageScreenDrawingShape.OnDraw(Graphics);4.0;3.0;1;2.0;2.0;0;6;5.0;25245.0
ShareX.ScreenCaptureLib.ImageScreenDrawingShape.DrawImage(Graphics);6.0;3.0;1;2.0;2.0;1;4;2.0;24976.0
ShareX.ScreenCaptureLib.ImageScreenDrawingShape.OnCreated();6.0;3.0;0;2.0;1.0;0;10;6.0;4.0
ShareX.ScreenCaptureLib.ImageScreenDrawingShape.Dispose();2.0;2.0;0;1.0;1.0;0;1;1.0;7.0
ShareX.ScreenCaptureLib.ImageScreenDrawingShape.ImageScreenDrawingShape();1.0;1.0;0;0.0;0.0;1;1;1.0;0.0
ShareX.ScreenCaptureLib.SpeechBalloonDrawingShape.OnCreated();2.0;1.0;0;1.0;0.0;0;4;3.0;1.0
ShareX.ScreenCaptureLib.SpeechBalloonDrawingShape.OnNodeVisible();3.0;1.0;0;0.0;0.0;0;5;3.0;3.0
ShareX.ScreenCaptureLib.SpeechBalloonDrawingShape.OnNodeUpdate();3.0;2.0;0;1.0;1.0;0;6;3.0;170.0
ShareX.ScreenCaptureLib.SpeechBalloonDrawingShape.Move(Int32,Int32);2.0;1.0;2;0.0;0.0;0;4;1.0;175.0
ShareX.ScreenCaptureLib.SpeechBalloonDrawingShape.OnDraw(Graphics);3.0;3.0;1;2.0;1.0;0;3;1.0;14886.0
ShareX.ScreenCaptureLib.SpeechBalloonDrawingShape.DrawSpeechBalloon(Graphics);6.0;4.0;1;4.0;2.0;1;12;2.0;14884.0
ShareX.ScreenCaptureLib.SpeechBalloonDrawingShape.DrawSpeechBalloon(Graphics,Color,Int32,Color,Rectangle,Point);28.0;11.0;6;14.0;4.0;1;4;8.0;29768.0
ShareX.ScreenCaptureLib.SpeechBalloonDrawingShape.CreateTailPath(Rectangle,Point);16.0;1.0;2;9.0;2.0;1;4;4.0;29768.0
ShareX.ScreenCaptureLib.SpeechBalloonDrawingShape.SpeechBalloonDrawingShape();1.0;1.0;0;0.0;0.0;1;1;1.0;0.0
ShareX.ScreenCaptureLib.BaseDrawingShape.OnConfigLoad();4.0;1.0;0;0.0;0.0;2;9;4.0;35.0
ShareX.ScreenCaptureLib.BaseDrawingShape.OnConfigSave();4.0;1.0;0;0.0;0.0;2;9;3.0;36.0
ShareX.ScreenCaptureLib.BaseDrawingShape.BaseDrawingShape();3.0;1.0;0;0.0;0.0;8;1;1.0;47.0
ShareX.ScreenCaptureLib.FreehandDrawingShape.Intersects(Point);1.0;1.0;1;1.0;0.0;0;0;1.0;382.0
ShareX.ScreenCaptureLib.FreehandDrawingShape.OnUpdate();14.0;10.0;0;7.0;3.0;0;14;4.0;314.0
ShareX.ScreenCaptureLib.FreehandDrawingShape.OnDraw(Graphics);1.0;1.0;1;0.0;0.0;0;1;3.0;36152.0
ShareX.ScreenCaptureLib.FreehandDrawingShape.DrawFreehand(Graphics);4.0;3.0;1;1.0;1.0;1;7;1.0;36152.0
ShareX.ScreenCaptureLib.FreehandDrawingShape.DrawFreehand(Graphics,Color,Int32,Point[]);11.0;6.0;4;6.0;4.0;1;2;8.0;72304.0
ShareX.ScreenCaptureLib.FreehandDrawingShape.Move(Int32,Int32);5.0;2.0;2;2.0;1.0;0;4;2.0;10.0
ShareX.ScreenCaptureLib.FreehandDrawingShape.Resize(Int32,Int32,Boolean);1.0;1.0;3;0.0;0.0;0;1;1.0;0.0
ShareX.ScreenCaptureLib.FreehandDrawingShape.FreehandDrawingShape();2.0;1.0;0;0.0;0.0;1;1;1.0;0.0
ShareX.ScreenCaptureLib.ImageDrawingShape.SetImage(Image,Boolean);8.0;3.0;2;5.0;2.0;2;5;3.0;1.0
ShareX.ScreenCaptureLib.ImageDrawingShape.OpenImageDialog(Boolean);8.0;3.0;1;5.0;2.0;2;5;3.0;1.0
ShareX.ScreenCaptureLib.ImageDrawingShape.OnDraw(Graphics);1.0;1.0;1;0.0;0.0;0;1;1.0;12860.0
ShareX.ScreenCaptureLib.ImageDrawingShape.DrawImage(Graphics);6.0;3.0;1;2.0;2.0;1;4;3.0;12860.0
ShareX.ScreenCaptureLib.ImageDrawingShape.OnCreating();6.0;2.0;0;2.0;1.0;0;7;7.0;1.0
ShareX.ScreenCaptureLib.ImageDrawingShape.OnDoubleClicked();1.0;1.0;0;0.0;0.0;0;1;2.0;0.0
ShareX.ScreenCaptureLib.ImageDrawingShape.Dispose();2.0;2.0;0;1.0;1.0;0;1;1.0;2.0
ShareX.ScreenCaptureLib.ImageDrawingShape.ImageDrawingShape();1.0;1.0;0;0.0;0.0;1;1;1.0;0.0
ShareX.ScreenCaptureLib.StepDrawingShape.StepDrawingShape();3.0;1.0;0;0.0;0.0;1;2;4.0;7.0
ShareX.ScreenCaptureLib.StepDrawingShape.OnCreating();3.0;1.0;0;2.0;0.0;0;6;5.0;7.0
ShareX.ScreenCaptureLib.StepDrawingShape.OnConfigLoad();4.0;1.0;0;0.0;0.0;0;9;3.0;7.0
ShareX.ScreenCaptureLib.StepDrawingShape.OnConfigSave();4.0;1.0;0;0.0;0.0;0;9;3.0;12.0
ShareX.ScreenCaptureLib.StepDrawingShape.OnDraw(Graphics);2.0;1.0;1;0.0;0.0;0;2;1.0;59008.0
ShareX.ScreenCaptureLib.StepDrawingShape.DrawNumber(Graphics);3.0;2.0;1;1.0;1.0;1;8;2.0;59008.0
ShareX.ScreenCaptureLib.StepDrawingShape.DrawNumber(Graphics,Int32,Color,Rectangle);13.0;5.0;4;8.0;3.0;1;0;8.0;115855.0
ShareX.ScreenCaptureLib.StepDrawingShape.Resize(Int32,Int32,Boolean);1.0;1.0;3;0.0;0.0;0;1;2.0;0.0
ShareX.ScreenCaptureLib.TextOutlineDrawingShape.OnConfigLoad();4.0;1.0;0;0.0;0.0;0;10;1.0;2.0
ShareX.ScreenCaptureLib.TextOutlineDrawingShape.OnConfigSave();4.0;1.0;0;0.0;0.0;0;9;1.0;7.0
ShareX.ScreenCaptureLib.TextOutlineDrawingShape.OnDraw(Graphics);1.0;1.0;1;0.0;0.0;0;7;1.0;16959.0
ShareX.ScreenCaptureLib.TextOutlineDrawingShape.DrawTextWithOutline(Graphics,String,TextDrawingOptions,Color,Color,Int32,Rectangle);25.0;7.0;7;14.0;5.0;1;9;2.0;16959.0
ShareX.ScreenCaptureLib.TextOutlineDrawingShape.TextOutlineDrawingShape();1.0;1.0;0;0.0;0.0;1;1;1.0;0.0
ShareX.ScreenCaptureLib.FreehandRegionShape.OnUpdate();14.0;9.0;0;7.0;3.0;0;13;10.0;0.0
ShareX.ScreenCaptureLib.FreehandRegionShape.OnShapePathRequested(GraphicsPath,Rectangle);4.0;3.0;2;2.0;1.0;0;0;8.0;0.0
ShareX.ScreenCaptureLib.FreehandRegionShape.Move(Int32,Int32);5.0;2.0;2;2.0;1.0;0;4;1.0;0.0
ShareX.ScreenCaptureLib.FreehandRegionShape.Resize(Int32,Int32,Boolean);1.0;1.0;3;0.0;0.0;0;1;2.0;0.0
ShareX.ScreenCaptureLib.FreehandRegionShape.OnNodeVisible();1.0;1.0;0;0.0;0.0;0;3;3.0;0.0
ShareX.ScreenCaptureLib.FreehandRegionShape.OnNodeUpdate();3.0;2.0;0;1.0;1.0;0;5;3.0;0.0
ShareX.ScreenCaptureLib.FreehandRegionShape.OnNodePositionUpdate();1.0;1.0;0;0.0;0.0;0;4;2.0;0.0
ShareX.ScreenCaptureLib.FreehandRegionShape.FreehandRegionShape();2.0;1.0;0;0.0;0.0;1;1;1.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.CreateToolbar();550.0;128.0;0;67.0;3.0;1;217;101.0;17.0
ShareX.ScreenCaptureLib.ShapeManager.MenuForm_Shown(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;2;10.0;17.0
ShareX.ScreenCaptureLib.ShapeManager.MenuForm_KeyDown(Object,KeyEventArgs);3.0;1.0;2;0.0;0.0;1;3;2.0;17.0
ShareX.ScreenCaptureLib.ShapeManager.MenuForm_KeyUp(Object,KeyEventArgs);3.0;1.0;2;0.0;0.0;1;3;3.0;13.0
ShareX.ScreenCaptureLib.ShapeManager.MenuForm_LocationChanged(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;1.0;35.0
ShareX.ScreenCaptureLib.ShapeManager.TsMain_MouseLeave(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;1.0;557.0
ShareX.ScreenCaptureLib.ShapeManager.TslDrag_MouseEnter(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;0;1.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.TslDrag_MouseLeave(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;0;1.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.TslDrag_MouseDown(Object,MouseEventArgs);6.0;3.0;2;2.0;1.0;1;5;4.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.ConfigureMenuState();3.0;3.0;0;1.0;1.0;1;5;6.0;17.0
ShareX.ScreenCaptureLib.ShapeManager.UpdateMenuPosition();9.0;6.0;0;4.0;2.0;2;6;4.0;53.0
ShareX.ScreenCaptureLib.ShapeManager.CheckMenuPosition();17.0;10.0;0;11.0;2.0;2;4;5.0;35.0
ShareX.ScreenCaptureLib.ShapeManager.SetMenuCollapsed(Boolean);19.0;9.0;1;8.0;3.0;2;6;5.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.UpdateMenu();89.0;63.0;0;37.0;3.0;3;31;24.0;291.0
ShareX.ScreenCaptureLib.ShapeManager.GetSelectedCursor();3.0;2.0;0;2.0;1.0;1;2;2.0;4.0
ShareX.ScreenCaptureLib.ShapeManager.ShapeManager(RegionCaptureForm);29.0;4.0;1;5.0;1.0;1;27;26.0;31.0
ShareX.ScreenCaptureLib.ShapeManager.form_Shown(Object,EventArgs);2.0;2.0;2;1.0;1.0;1;3;4.0;31.0
ShareX.ScreenCaptureLib.ShapeManager.form_LostFocus(Object,EventArgs);1.0;1.0;2;2.0;0.0;1;3;2.0;84.0
ShareX.ScreenCaptureLib.ShapeManager.form_MouseDown(Object,MouseEventArgs);6.0;5.0;2;4.0;2.0;1;5;10.0;101.0
ShareX.ScreenCaptureLib.ShapeManager.form_MouseUp(Object,MouseEventArgs);20.0;12.0;2;10.0;2.0;1;12;14.0;92.0
ShareX.ScreenCaptureLib.ShapeManager.form_MouseDoubleClick(Object,MouseEventArgs);6.0;6.0;2;3.0;2.0;1;8;6.0;1.0
ShareX.ScreenCaptureLib.ShapeManager.form_MouseWheel(Object,MouseEventArgs);9.0;7.0;2;5.0;2.0;1;7;12.0;66.0
ShareX.ScreenCaptureLib.ShapeManager.form_KeyDown(Object,KeyEventArgs);94.0;50.0;2;26.0;5.0;2;26;50.0;30.0
ShareX.ScreenCaptureLib.ShapeManager.form_KeyUp(Object,KeyEventArgs);20.0;22.0;2;6.0;4.0;2;6;24.0;28.0
ShareX.ScreenCaptureLib.ShapeManager.ShapeMoved();4.0;3.0;0;3.0;2.0;1;3;1.0;2.0
ShareX.ScreenCaptureLib.ShapeManager.RunAction(RegionCaptureAction);19.0;10.0;1;5.0;2.0;1;6;9.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.Update();6.0;2.0;0;2.0;1.0;1;5;18.0;63908.0
ShareX.ScreenCaptureLib.ShapeManager.StartRegionSelection();14.0;5.0;0;4.0;1.0;2;15;33.0;101.0
ShareX.ScreenCaptureLib.ShapeManager.EndRegionSelection();25.0;9.0;0;11.0;3.0;2;23;30.0;81.0
ShareX.ScreenCaptureLib.ShapeManager.StartPanning();4.0;1.0;0;0.0;0.0;1;3;7.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.EndPanning();2.0;1.0;0;0.0;0.0;1;3;3.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.AddShape();3.0;1.0;0;2.0;0.0;1;2;10.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.AddShape(BaseShape);2.0;1.0;1;0.0;0.0;2;2;1.0;71.0
ShareX.ScreenCaptureLib.ShapeManager.CreateShape();1.0;1.0;0;1.0;0.0;1;2;3.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.CreateShape(ShapeType);42.0;21.0;1;4.0;1.0;3;21;34.0;77.0
ShareX.ScreenCaptureLib.ShapeManager.UpdateCurrentShape();4.0;2.0;0;2.0;1.0;1;3;3.0;90.0
ShareX.ScreenCaptureLib.ShapeManager.SwapShapeType();4.0;3.0;0;2.0;2.0;2;5;5.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.SnapPosition(Point,Point);13.0;8.0;2;8.0;2.0;1;13;13.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.UpdateCurrentHoverShape();1.0;1.0;0;0.0;0.0;2;2;1.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.CheckHover();14.0;21.0;0;12.0;3.0;1;18;22.0;63916.0
ShareX.ScreenCaptureLib.ShapeManager.FindSelectedWindow();4.0;3.0;0;2.0;1.0;2;4;2.0;42231.0
ShareX.ScreenCaptureLib.ShapeManager.FindSelectedWindowInfo(Point);6.0;5.0;1;4.0;2.0;1;4;4.0;5.0
ShareX.ScreenCaptureLib.ShapeManager.RenderOutputImage(Image);18.0;7.0;1;12.0;3.0;1;5;4.0;20.0
ShareX.ScreenCaptureLib.ShapeManager.SelectShape(BaseShape);2.0;2.0;1;1.0;1.0;2;1;1.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.SelectCurrentShape();1.0;1.0;0;0.0;0.0;3;2;17.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.SelectIntersectShape();4.0;2.0;0;2.0;1.0;0;3;2.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.DeselectShape(BaseShape);3.0;2.0;1;1.0;1.0;2;3;7.0;183.0
ShareX.ScreenCaptureLib.ShapeManager.DeselectCurrentShape();1.0;1.0;0;0.0;0.0;3;2;1.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.DeleteShape(BaseShape);5.0;2.0;1;1.0;1.0;4;4;9.0;22.0
ShareX.ScreenCaptureLib.ShapeManager.DeleteCurrentShape();1.0;1.0;0;0.0;0.0;4;2;1.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.DeleteIntersectShape();1.0;1.0;0;0.0;0.0;2;2;1.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.DeleteAllShapes();7.0;2.0;0;2.0;1.0;3;3;4.0;31.0
ShareX.ScreenCaptureLib.ShapeManager.GetIntersectShape();1.0;1.0;0;1.0;0.0;5;3;5.0;54002.0
ShareX.ScreenCaptureLib.ShapeManager.GetIntersectShape(Point);7.0;4.0;1;5.0;2.0;1;4;9.0;54002.0
ShareX.ScreenCaptureLib.ShapeManager.IsShapeIntersect();1.0;1.0;0;1.0;0.0;2;1;4.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.UndoShape();2.0;2.0;0;1.0;1.0;2;2;1.0;8.0
ShareX.ScreenCaptureLib.ShapeManager.MoveShapeBottom(BaseShape);7.0;4.0;1;4.0;3.0;1;2;1.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.MoveCurrentShapeBottom();1.0;1.0;0;0.0;0.0;2;2;1.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.MoveShapeTop(BaseShape);7.0;4.0;1;4.0;3.0;1;2;1.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.MoveCurrentShapeTop();1.0;1.0;0;0.0;0.0;2;2;1.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.MoveShapeDown(BaseShape);7.0;4.0;1;4.0;3.0;1;2;1.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.MoveCurrentShapeDown();1.0;1.0;0;0.0;0.0;2;2;1.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.MoveShapeUp(BaseShape);7.0;4.0;1;4.0;3.0;1;2;1.0;0.0
