Method;LOC;CC;NP;NV;NEST;Ca;Ce;NChg;NCall
ShareX.ScreenCaptureLib.ShapeManager.MoveCurrentShapeUp();1.0;1.0;0;0.0;0.0;2;2;1.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.MoveAll(Int32,Int32);5.0;2.0;2;2.0;1.0;4;2;3.0;63.0
ShareX.ScreenCaptureLib.ShapeManager.MoveAll(Point);1.0;1.0;1;0.0;0.0;0;1;1.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.RemoveOutsideShapes();6.0;3.0;0;5.0;2.0;0;5;3.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.IsShapeTypeRegion(ShapeType);3.0;4.0;1;3.0;1.0;2;0;3.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.UpdateNodes();8.0;5.0;0;4.0;2.0;1;9;5.0;63908.0
ShareX.ScreenCaptureLib.ShapeManager.OrderStepShapes();6.0;2.0;0;3.0;2.0;1;2;1.0;63908.0
ShareX.ScreenCaptureLib.ShapeManager.PasteFromClipboard();21.0;5.0;0;10.0;2.0;1;11;9.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.AddCursor(IntPtr,Point);3.0;1.0;2;1.0;0.0;1;3;2.0;6.0
ShareX.ScreenCaptureLib.ShapeManager.DrawRegionArea(Graphics,Rectangle,Boolean);1.0;1.0;3;0.0;0.0;3;2;3.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.UpdateCanvas(Image);7.0;2.0;1;3.0;1.0;4;4;1.0;4.0
ShareX.ScreenCaptureLib.ShapeManager.CropArea(Rectangle);4.0;2.0;1;3.0;1.0;1;5;12.0;3.0
ShareX.ScreenCaptureLib.ShapeManager.CropImage(Rectangle,Boolean);8.0;4.0;2;4.0;2.0;3;7;2.0;18.0
ShareX.ScreenCaptureLib.ShapeManager.ChangeImageSize();8.0;4.0;0;7.0;3.0;1;6;7.0;0.0
ShareX.ScreenCaptureLib.ShapeManager.ChangeCanvasSize();7.0;3.0;0;5.0;2.0;1;7;9.0;1.0
ShareX.ScreenCaptureLib.ShapeManager.RotateImage(RotateFlipType);3.0;1.0;1;1.0;0.0;1;3;4.0;1.0
ShareX.ScreenCaptureLib.ShapeManager.OnCurrentShapeChanged(BaseShape);2.0;2.0;1;1.0;1.0;1;0;1.0;300.0
ShareX.ScreenCaptureLib.ShapeManager.OnCurrentShapeTypeChanged(ShapeType);2.0;2.0;1;1.0;1.0;1;0;1.0;59.0
ShareX.ScreenCaptureLib.ShapeManager.OnShapeCreated(BaseShape);2.0;2.0;1;1.0;1.0;1;0;1.0;29.0
ShareX.ScreenCaptureLib.ShapeManager.Dispose();1.0;1.0;0;0.0;0.0;1;1;1.0;0.0
ShareX.ScreenCaptureLib.TextDrawingOptions.TextDrawingOptions();8.0;1.0;0;0.0;0.0;1;0;1.0;196.0
ShareX.ScreenCaptureLib.TextDrawingShape.OnConfigLoad();6.0;1.0;0;0.0;0.0;0;14;9.0;4.0
ShareX.ScreenCaptureLib.TextDrawingShape.OnConfigSave();6.0;1.0;0;0.0;0.0;0;13;6.0;10.0
ShareX.ScreenCaptureLib.TextDrawingShape.OnDraw(Graphics);2.0;1.0;1;0.0;0.0;0;2;3.0;15662.0
ShareX.ScreenCaptureLib.TextDrawingShape.DrawText(Graphics);3.0;2.0;1;1.0;1.0;2;9;2.0;30546.0
ShareX.ScreenCaptureLib.TextDrawingShape.DrawText(Graphics,String,TextDrawingOptions,Rectangle);1.0;1.0;4;0.0;0.0;1;2;1.0;0.0
ShareX.ScreenCaptureLib.TextDrawingShape.DrawText(Graphics,String,Color,TextDrawingOptions,Rectangle);7.0;4.0;5;4.0;3.0;2;5;13.0;61092.0
ShareX.ScreenCaptureLib.TextDrawingShape.OnCreating();5.0;2.0;0;2.0;1.0;0;6;7.0;5.0
ShareX.ScreenCaptureLib.TextDrawingShape.OnCreated();3.0;1.0;0;0.0;0.0;1;3;2.0;3.0
ShareX.ScreenCaptureLib.TextDrawingShape.OnDoubleClicked();1.0;1.0;0;0.0;0.0;0;1;4.0;1.0
ShareX.ScreenCaptureLib.TextDrawingShape.ShowTextInputBox();7.0;1.0;0;3.0;2.0;2;10;16.0;6.0
ShareX.ScreenCaptureLib.TextDrawingShape.AutoSize(Boolean);8.0;3.0;1;6.0;3.0;2;9;7.0;3.0
ShareX.ScreenCaptureLib.TextDrawingShape.TextDrawingShape();1.0;1.0;0;0.0;0.0;3;1;1.0;0.0
ShareX.ScreenCaptureLib.BlurEffectShape.OnConfigLoad();1.0;1.0;0;0.0;0.0;0;3;3.0;6.0
ShareX.ScreenCaptureLib.BlurEffectShape.OnConfigSave();1.0;1.0;0;0.0;0.0;0;3;2.0;6.0
ShareX.ScreenCaptureLib.BlurEffectShape.ApplyEffect(Bitmap);1.0;1.0;1;0.0;0.0;0;2;1.0;8.0
ShareX.ScreenCaptureLib.BlurEffectShape.OnDrawFinal(Graphics,Bitmap);2.0;2.0;2;1.0;1.0;0;2;11.0;2.0
ShareX.ScreenCaptureLib.BlurEffectShape.BlurEffectShape();1.0;1.0;0;0.0;0.0;1;1;1.0;0.0
ShareX.ScreenCaptureLib.EllipseDrawingShape.OnDraw(Graphics);1.0;1.0;1;0.0;0.0;0;1;1.0;37811.0
ShareX.ScreenCaptureLib.EllipseDrawingShape.DrawEllipse(Graphics);6.0;4.0;1;4.0;2.0;2;10;8.0;96819.0
ShareX.ScreenCaptureLib.EllipseDrawingShape.DrawEllipse(Graphics,Color,Int32,Color,Rectangle);8.0;4.0;5;4.0;3.0;1;0;2.0;173159.0
ShareX.ScreenCaptureLib.EllipseDrawingShape.OnShapePathRequested(GraphicsPath,Rectangle);1.0;1.0;2;0.0;0.0;0;0;2.0;674.0
ShareX.ScreenCaptureLib.EllipseDrawingShape.EllipseDrawingShape();1.0;1.0;0;0.0;0.0;2;1;1.0;0.0
ShareX.ScreenCaptureLib.HighlightEffectShape.OnConfigLoad();1.0;1.0;0;0.0;0.0;0;3;3.0;2.0
ShareX.ScreenCaptureLib.HighlightEffectShape.OnConfigSave();1.0;1.0;0;0.0;0.0;0;3;2.0;2.0
ShareX.ScreenCaptureLib.HighlightEffectShape.ApplyEffect(Bitmap);1.0;1.0;1;0.0;0.0;0;2;1.0;2.0
ShareX.ScreenCaptureLib.HighlightEffectShape.HighlightEffectShape();1.0;1.0;0;0.0;0.0;1;1;1.0;0.0
ShareX.ScreenCaptureLib.LineDrawingShape.AdjustPoints(Int32);10.0;4.0;1;5.0;2.0;1;2;1.0;3.0
ShareX.ScreenCaptureLib.LineDrawingShape.AutoPositionCenterPoints();5.0;3.0;0;3.0;2.0;2;4;2.0;392.0
ShareX.ScreenCaptureLib.LineDrawingShape.OnConfigLoad();9.0;3.0;0;3.0;1.0;1;12;1.0;3.0
ShareX.ScreenCaptureLib.LineDrawingShape.OnConfigSave();2.0;1.0;0;0.0;0.0;1;4;1.0;3.0
ShareX.ScreenCaptureLib.LineDrawingShape.OnUpdate();6.0;2.0;0;1.0;1.0;0;9;2.0;586.0
ShareX.ScreenCaptureLib.LineDrawingShape.OnDraw(Graphics);1.0;1.0;1;0.0;0.0;0;1;1.0;52384.0
ShareX.ScreenCaptureLib.LineDrawingShape.DrawLine(Graphics);8.0;3.0;1;4.0;2.0;1;8;2.0;52384.0
ShareX.ScreenCaptureLib.LineDrawingShape.DrawLine(Graphics,Color,Int32,Point[]);10.0;6.0;4;4.0;3.0;1;3;4.0;104768.0
ShareX.ScreenCaptureLib.LineDrawingShape.CreatePen(Color,Int32);1.0;1.0;2;1.0;0.0;1;0;2.0;35518.0
ShareX.ScreenCaptureLib.LineDrawingShape.Move(Int32,Int32);5.0;2.0;2;2.0;1.0;0;3;6.0;15.0
ShareX.ScreenCaptureLib.LineDrawingShape.Resize(Int32,Int32,Boolean);3.0;2.0;3;1.0;1.0;0;2;3.0;0.0
ShareX.ScreenCaptureLib.LineDrawingShape.OnNodeVisible();4.0;2.0;0;2.0;1.0;0;4;5.0;3.0
ShareX.ScreenCaptureLib.LineDrawingShape.OnNodeUpdate();8.0;5.0;0;4.0;3.0;0;8;1.0;35.0
ShareX.ScreenCaptureLib.LineDrawingShape.OnNodePositionUpdate();6.0;3.0;0;4.0;2.0;0;6;2.0;392.0
ShareX.ScreenCaptureLib.LineDrawingShape.LineDrawingShape();1.0;1.0;0;0.0;0.0;2;1;1.0;0.0
ShareX.ScreenCaptureLib.PixelateEffectShape.OnConfigLoad();1.0;1.0;0;0.0;0.0;0;3;3.0;3.0
ShareX.ScreenCaptureLib.PixelateEffectShape.OnConfigSave();1.0;1.0;0;0.0;0.0;0;3;2.0;3.0
ShareX.ScreenCaptureLib.PixelateEffectShape.ApplyEffect(Bitmap);1.0;1.0;1;0.0;0.0;0;2;1.0;4.0
ShareX.ScreenCaptureLib.PixelateEffectShape.OnDrawFinal(Graphics,Bitmap);2.0;2.0;2;1.0;1.0;0;2;11.0;1.0
ShareX.ScreenCaptureLib.PixelateEffectShape.PixelateEffectShape();1.0;1.0;0;0.0;0.0;1;1;1.0;0.0
ShareX.ScreenCaptureLib.RectangleDrawingShape.OnConfigLoad();2.0;1.0;0;0.0;0.0;0;4;1.0;3.0
ShareX.ScreenCaptureLib.RectangleDrawingShape.OnConfigSave();2.0;1.0;0;0.0;0.0;0;4;1.0;4.0
ShareX.ScreenCaptureLib.RectangleDrawingShape.OnDraw(Graphics);1.0;1.0;1;0.0;0.0;0;1;1.0;20199.0
ShareX.ScreenCaptureLib.RectangleDrawingShape.DrawRectangle(Graphics);6.0;4.0;1;4.0;2.0;2;11;12.0;35861.0
ShareX.ScreenCaptureLib.RectangleDrawingShape.DrawRectangle(Graphics,Color,Int32,Color,Rectangle,Int32);17.0;8.0;6;8.0;2.0;1;2;3.0;71722.0
ShareX.ScreenCaptureLib.RectangleDrawingShape.OnShapePathRequested(GraphicsPath,Rectangle);1.0;1.0;2;0.0;0.0;0;2;1.0;490.0
ShareX.ScreenCaptureLib.RectangleDrawingShape.RectangleDrawingShape();1.0;1.0;0;0.0;0.0;2;1;1.0;0.0
ShareX.ScreenCaptureLib.BaseEffectShape.OnUpdate();3.0;2.0;0;1.0;1.0;0;2;4.0;3046.0
ShareX.ScreenCaptureLib.BaseEffectShape.OnDraw(Graphics);7.0;5.0;1;2.0;1.0;1;3;4.0;11187.0
ShareX.ScreenCaptureLib.BaseEffectShape.OnDrawOverlay(Graphics);1.0;1.0;1;0.0;0.0;1;2;1.0;993.0
ShareX.ScreenCaptureLib.BaseEffectShape.OnDrawOverlay(Graphics,String);8.0;3.0;2;7.0;3.0;2;3;3.0;1001.0
ShareX.ScreenCaptureLib.BaseEffectShape.OnDrawFinal(Graphics,Bitmap);5.0;2.0;2;3.0;3.0;3;3;3.0;3.0
ShareX.ScreenCaptureLib.BaseEffectShape.OnCreated();2.0;1.0;0;0.0;0.0;0;2;2.0;8.0
ShareX.ScreenCaptureLib.BaseEffectShape.OnMoving();1.0;1.0;0;0.0;0.0;0;1;3.0;0.0
ShareX.ScreenCaptureLib.BaseEffectShape.OnMoved();1.0;1.0;0;0.0;0.0;0;1;1.0;3.0
ShareX.ScreenCaptureLib.BaseEffectShape.OnResizing();1.0;1.0;0;0.0;0.0;0;1;3.0;0.0
ShareX.ScreenCaptureLib.BaseEffectShape.OnResized();1.0;1.0;0;0.0;0.0;0;1;1.0;0.0
ShareX.ScreenCaptureLib.BaseEffectShape.CacheEffect();13.0;5.0;0;2.0;2.0;4;8;7.0;11.0
ShareX.ScreenCaptureLib.BaseEffectShape.StopDrawCache();2.0;1.0;0;0.0;0.0;2;0;2.0;0.0
ShareX.ScreenCaptureLib.BaseEffectShape.ClearCache();3.0;3.0;0;1.0;1.0;2;0;6.0;22.0
ShareX.ScreenCaptureLib.BaseEffectShape.Dispose();3.0;2.0;0;1.0;1.0;0;1;2.0;11.0
ShareX.ScreenCaptureLib.BaseEffectShape.BaseEffectShape();1.0;1.0;0;0.0;0.0;3;1;1.0;0.0
ShareX.ScreenCaptureLib.EllipseRegionShape.OnShapePathRequested(GraphicsPath,Rectangle);1.0;1.0;2;0.0;0.0;0;0;3.0;0.0
ShareX.ScreenCaptureLib.EllipseRegionShape.EllipseRegionShape();1.0;1.0;0;0.0;0.0;1;1;1.0;0.0
ShareX.ScreenCaptureLib.RectangleRegionShape.OnConfigLoad();1.0;1.0;0;0.0;0.0;0;3;1.0;19.0
ShareX.ScreenCaptureLib.RectangleRegionShape.OnConfigSave();1.0;1.0;0;0.0;0.0;0;3;1.0;20.0
ShareX.ScreenCaptureLib.RectangleRegionShape.OnShapePathRequested(GraphicsPath,Rectangle);1.0;1.0;2;0.0;0.0;0;2;1.0;8721.0
ShareX.ScreenCaptureLib.RectangleRegionShape.RectangleRegionShape();1.0;1.0;0;0.0;0.0;2;1;1.0;0.0
ShareX.ScreenCaptureLib.BaseRegionShape.BaseRegionShape();1.0;1.0;0;0.0;0.0;3;1;1.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptions.FFmpegOptions();20.0;1.0;0;0.0;0.0;1;0;19.0;6.0
ShareX.ScreenCaptureLib.FFmpegOptions.FFmpegOptions(String);21.0;1.0;1;0.0;0.0;1;2;3.0;66.0
ShareX.ScreenCaptureLib.FFmpegHelper.FFmpegHelper(ScreencastOptions);7.0;1.0;1;0.0;0.0;2;9;12.0;0.0
ShareX.ScreenCaptureLib.FFmpegHelper.FFmpegHelper_DataReceived(Object,DataReceivedEventArgs);6.0;4.0;2;4.0;2.0;1;3;2.0;0.0
ShareX.ScreenCaptureLib.FFmpegHelper.Record();2.0;1.0;0;1.0;0.0;1;5;3.0;0.0
ShareX.ScreenCaptureLib.FFmpegHelper.OnRecordingStarted();2.0;2.0;0;1.0;1.0;1;0;1.0;0.0
ShareX.ScreenCaptureLib.FFmpegHelper.EncodeGIF(String,String);9.0;4.0;2;6.0;2.0;1;6;5.0;0.0
ShareX.ScreenCaptureLib.FFmpegHelper.Run(String,String);5.0;3.0;2;4.0;1.0;2;7;15.0;0.0
ShareX.ScreenCaptureLib.FFmpegHelper.GetDirectShowDevices();25.0;9.0;0;17.0;4.0;1;7;4.0;0.0
ShareX.ScreenCaptureLib.FFmpegHelper.Close();5.0;3.0;0;2.0;2.0;0;1;6.0;0.0
ShareX.ScreenCaptureLib.DirectShowDevices.DirectShowDevices();2.0;1.0;0;0.0;0.0;1;0;1.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.FFmpegOptionsForm(ScreencastOptions);14.0;2.0;1;1.0;1.0;1;8;18.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.SettingsLoad();24.0;4.0;0;1.0;1.0;2;22;30.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.RefreshSourcesAsync(Boolean);20.0;8.0;1;0.0;1.0;5;9;8.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.UpdateUI();15.0;5.0;0;8.0;3.0;18;10;9.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.UpdateFFmpegPathUI();5.0;4.0;0;2.0;1.0;2;3;4.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.txtFFmpegPath_TextChanged(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;4;1.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.buttonFFmpegBrowse_Click(Object,EventArgs);2.0;2.0;2;1.0;1.0;1;3;6.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.btnRefreshSources_Click(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;2.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.cboVideoSource_SelectedIndexChanged(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;4;3.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.cboAudioSource_SelectedIndexChanged(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;4;2.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.btnInstallHelperDevices_Click(Object,EventArgs);9.0;8.0;2;1.0;1.0;1;4;4.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.btnHelperDevicesHelp_Click(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;1.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.cboVideoCodec_SelectedIndexChanged(Object,EventArgs);14.0;10.0;2;3.0;2.0;1;5;6.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.cboAudioCodec_SelectedIndexChanged(Object,EventArgs);10.0;6.0;2;3.0;2.0;1;5;6.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.nudx264CRF_ValueChanged(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;4;3.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.cbPreset_SelectedIndexChanged(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;4;3.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.nudVP8Bitrate_ValueChanged(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;4;3.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.nudQscale_ValueChanged(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;4;3.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.cbNVENCPreset_SelectedIndexChanged(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;4;1.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.nudNVENCBitrate_ValueChanged(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;4;1.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.cbGIFStatsMode_SelectedIndexChanged(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;4;1.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.cbGIFDither_SelectedIndexChanged(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;4;1.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.tbAACBitrate_ValueChanged(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;4;4.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.tbVorbis_qscale_ValueChanged(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;4;1.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.tbMP3_qscale_ValueChanged(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;4;5.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.tbUserArgs_TextChanged(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;4;3.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.btnDownload_Click(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;3;2.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.DownloaderForm_InstallRequested(String);9.0;4.0;1;2.0;1.0;1;8;13.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.btnTest_Click(Object,EventArgs);9.0;3.0;2;4.0;3.0;1;5;5.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.btnCopyPreview_Click(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;5;5.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.cbCustomCommands_CheckedChanged(Object,EventArgs);6.0;3.0;2;2.0;2.0;1;5;5.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.txtCommandLinePreview_TextChanged(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;3;3.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.eiFFmpeg_ExportRequested();1.0;1.0;0;1.0;0.0;1;2;1.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.eiFFmpeg_ImportRequested(Object);6.0;2.0;1;3.0;1.0;1;6;1.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.Dispose(Boolean);3.0;3.0;1;1.0;1.0;0;0;1.0;0.0
ShareX.ScreenCaptureLib.FFmpegOptionsForm.InitializeComponent();445.0;1.0;0;1.0;0.0;1;36;57.0;0.0
ShareX.ScreenCaptureLib.ScreencastOptions.GetFFmpegCommands();12.0;8.0;0;8.0;2.0;3;15;9.0;0.0
ShareX.ScreenCaptureLib.ScreencastOptions.GetFFmpegArgs(Boolean);62.0;34.0;1;25.0;4.0;3;24;29.0;0.0
ShareX.ScreenCaptureLib.ScreencastOptions.ScreencastOptions();1.0;1.0;0;0.0;0.0;2;1;1.0;0.0
ShareX.ScreenCaptureLib.RegionCaptureLightForm.RegionCaptureLightForm(Screenshot);14.0;1.0;1;0.0;0.0;1;8;7.0;1.0
ShareX.ScreenCaptureLib.RegionCaptureLightForm.Dispose(Boolean);11.0;6.0;1;5.0;1.0;0;0;2.0;1.0
ShareX.ScreenCaptureLib.RegionCaptureLightForm.InitializeComponent();14.0;2.0;0;0.0;0.0;1;6;5.0;1.0
ShareX.ScreenCaptureLib.RegionCaptureLightForm.RectangleLight_Shown(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;3.0;1.0
ShareX.ScreenCaptureLib.RegionCaptureLightForm.RectangleLight_KeyUp(Object,KeyEventArgs);3.0;2.0;2;1.0;1.0;1;0;3.0;0.0
ShareX.ScreenCaptureLib.RegionCaptureLightForm.RectangleLight_MouseDown(Object,MouseEventArgs);3.0;2.0;2;1.0;1.0;1;1;2.0;1.0
ShareX.ScreenCaptureLib.RegionCaptureLightForm.RectangleLight_MouseUp(Object,MouseEventArgs);12.0;7.0;2;5.0;3.0;1;2;5.0;1.0
ShareX.ScreenCaptureLib.RegionCaptureLightForm.GetAreaImage();6.0;7.0;0;4.0;4.0;1;2;1.0;1.0
ShareX.ScreenCaptureLib.RegionCaptureLightForm.timer_Tick(Object,EventArgs);3.0;1.0;2;0.0;0.0;1;3;2.0;60.0
ShareX.ScreenCaptureLib.RegionCaptureLightForm.OnPaint(PaintEventArgs);10.0;4.0;1;4.0;2.0;0;3;7.0;61.0
ShareX.ScreenCaptureLib.ImageCache.ImageCache();2.0;1.0;0;0.0;0.0;1;0;1.0;0.0
ShareX.ScreenCaptureLib.ImageCache.AddImageAsync(Image);3.0;2.0;1;1.0;1.0;1;2;3.0;0.0
ShareX.ScreenCaptureLib.ImageCache.StartConsumerThread();13.0;7.0;0;1.0;1.0;1;3;2.0;0.0
ShareX.ScreenCaptureLib.ImageCache.Finish();4.0;2.0;0;1.0;1.0;1;2;3.0;0.0
ShareX.ScreenCaptureLib.ImageCache.Dispose();2.0;2.0;0;1.0;1.0;3;0;1.0;0.0
ShareX.ScreenCaptureLib.LocationInfo.LocationInfo(Int64,Int64);3.0;1.0;2;0.0;0.0;1;2;1.0;0.0
ShareX.ScreenCaptureLib.DrawableObject.Draw(Graphics);3.0;2.0;1;1.0;1.0;1;2;2.0;0.0
ShareX.ScreenCaptureLib.RegionCaptureForm.RegionCaptureForm(RegionCaptureMode,RegionCaptureOptions);28.0;4.0;2;2.0;1.0;7;20;34.0;31.0
ShareX.ScreenCaptureLib.RegionCaptureForm.InitializeComponent();32.0;5.0;0;5.0;1.0;1;17;22.0;31.0
ShareX.ScreenCaptureLib.RegionCaptureForm.UpdateTitle();11.0;6.0;0;7.0;2.0;4;9;3.0;52.0
ShareX.ScreenCaptureLib.RegionCaptureForm.Prepare();1.0;1.0;0;0.0;0.0;5;3;2.0;14.0
ShareX.ScreenCaptureLib.RegionCaptureForm.Prepare(Image);11.0;5.0;1;1.0;1.0;3;17;4.0;31.0
ShareX.ScreenCaptureLib.RegionCaptureForm.InitBackground(Image);31.0;10.0;1;15.0;3.0;2;10;44.0;35.0
ShareX.ScreenCaptureLib.RegionCaptureForm.OnMoved();4.0;4.0;0;2.0;2.0;3;5;3.0;117.0
ShareX.ScreenCaptureLib.RegionCaptureForm.Pan(Int32,Int32,Boolean);22.0;5.0;3;8.0;1.0;2;6;7.0;60.0
ShareX.ScreenCaptureLib.RegionCaptureForm.Pan(Point);1.0;1.0;1;0.0;0.0;1;1;2.0;0.0
ShareX.ScreenCaptureLib.RegionCaptureForm.AutomaticPan(Vector2);8.0;2.0;1;8.0;1.0;1;6;8.0;126.0
ShareX.ScreenCaptureLib.RegionCaptureForm.AutomaticPan();1.0;1.0;0;0.0;0.0;2;2;3.0;0.0
ShareX.ScreenCaptureLib.RegionCaptureForm.UpdateCenterOffset();1.0;1.0;0;1.0;0.0;1;4;1.0;0.0
ShareX.ScreenCaptureLib.RegionCaptureForm.CenterCanvas();2.0;1.0;0;0.0;0.0;3;3;6.0;63.0
ShareX.ScreenCaptureLib.RegionCaptureForm.SetDefaultCursor();2.0;2.0;0;1.0;1.0;3;0;2.0;112.0
ShareX.ScreenCaptureLib.RegionCaptureForm.RegionCaptureForm_Shown(Object,EventArgs);5.0;4.0;2;1.0;2.0;1;6;5.0;31.0
ShareX.ScreenCaptureLib.RegionCaptureForm.RegionCaptureForm_Resize(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;2;4.0;63.0
ShareX.ScreenCaptureLib.RegionCaptureForm.RegionCaptureForm_LocationChanged(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;1.0;23.0
ShareX.ScreenCaptureLib.RegionCaptureForm.RegionCaptureForm_FormClosing(Object,FormClosingEventArgs);2.0;3.0;2;1.0;1.0;1;3;6.0;31.0
ShareX.ScreenCaptureLib.RegionCaptureForm.RegionCaptureForm_KeyDown(Object,KeyEventArgs);3.0;2.0;2;2.0;1.0;2;1;7.0;30.0
ShareX.ScreenCaptureLib.RegionCaptureForm.RegionCaptureForm_KeyUp(Object,KeyEventArgs);16.0;9.0;2;5.0;3.0;2;2;4.0;28.0
ShareX.ScreenCaptureLib.RegionCaptureForm.RegionCaptureForm_MouseDown(Object,MouseEventArgs);5.0;5.0;2;2.0;2.0;1;8;12.0;101.0
ShareX.ScreenCaptureLib.RegionCaptureForm.MonitorKey(Int32);5.0;2.0;1;1.0;1.0;1;2;1.0;0.0
ShareX.ScreenCaptureLib.RegionCaptureForm.Close(RegionResult);2.0;1.0;1;0.0;0.0;7;1;2.0;25.0
ShareX.ScreenCaptureLib.RegionCaptureForm.Pause();1.0;1.0;0;0.0;0.0;2;0;2.0;12.0
ShareX.ScreenCaptureLib.RegionCaptureForm.Resume();2.0;1.0;0;0.0;0.0;2;0;2.0;12.0
ShareX.ScreenCaptureLib.RegionCaptureForm.CopyAreaInfo();5.0;2.0;0;2.0;1.0;1;9;8.0;0.0
ShareX.ScreenCaptureLib.RegionCaptureForm.GetWindowInfo();1.0;1.0;0;1.0;0.0;1;3;3.0;5.0
ShareX.ScreenCaptureLib.RegionCaptureForm.AddCursor(IntPtr,Point);2.0;2.0;2;1.0;1.0;1;2;2.0;6.0
ShareX.ScreenCaptureLib.RegionCaptureForm.UpdateCoordinates();2.0;1.0;0;0.0;0.0;2;3;2.0;64025.0
ShareX.ScreenCaptureLib.RegionCaptureForm.Update();33.0;13.0;0;18.0;5.0;1;19;12.0;63908.0
ShareX.ScreenCaptureLib.RegionCaptureForm.OnPaint(PaintEventArgs);15.0;6.0;1;6.0;2.0;0;11;9.0;63908.0
ShareX.ScreenCaptureLib.RegionCaptureForm.Draw(Graphics);75.0;41.0;1;38.0;4.0;1;48;67.0;63908.0
ShareX.ScreenCaptureLib.RegionCaptureForm.DrawRegionArea(Graphics,Rectangle,Boolean);4.0;2.0;3;1.0;1.0;2;1;2.0;6165.0
ShareX.ScreenCaptureLib.RegionCaptureForm.DrawObjects(Graphics);6.0;3.0;1;3.0;2.0;1;3;1.0;63908.0
ShareX.ScreenCaptureLib.RegionCaptureForm.CheckFPS();8.0;3.0;0;3.0;2.0;1;3;2.0;193.0
