Method_Parsed;Previous_Method_Parsed;ChgLines
ShareX.HelpersLib.Helpers.BrowseFile(TextBox,String,Boolean);ShareX.HelpersLib.Helpers.BrowseFile(TextBox,String,Boolean);0
ShareX.HelpersLib.Helpers.BrowseFolder(TextBox,String,Boolean);ShareX.HelpersLib.Helpers.BrowseFolder(TextBox,String,Boolean);0
ShareX.HelpersLib.Helpers.GetWindowsProductName();ShareX.HelpersLib.Helpers.GetWindowsProductName();0
ShareX.HelpersLib.Helpers.CreateCursor(Byte[]);ShareX.HelpersLib.Helpers.CreateCursor(Byte[]);0
ShareX.HelpersLib.Helpers.CheckExtension(String,IEnumerable<String>);ShareX.HelpersLib.Helpers.CheckExtension(String,IEnumerable<String>);1
ShareX.HelpersLib.Helpers.IsVideoFile(String);ShareX.HelpersLib.Helpers.IsVideoFile(String);0
ShareX.HelpersLib.CreateCursor(Byte[]);ShareX.HelpersLib.CreateCursor(Byte[]);0
ShareX.HelpersLib.Helpers.GetRandomLine(String);;5
ShareX.HelpersLib.Helpers.GetRandomLineFromFile(String);;1
ShareX.HelpersLib.Helpers.if();;1
ShareX.HelpersLib.Helpers.GetFilenameExtension(String,Boolean,Boolean);;0
ShareX.HelpersLib.ImageHelpers.ResizeImage(Image,Size);ShareX.HelpersLib.ImageHelpers.ResizeImage(Image,Size);0
ShareX.HelpersLib.ImageHelpers.ResizeImage(Image,Size);ShareX.HelpersLib.ImageHelpers.ResizeImage(Image,Size);0
ShareX.HelpersLib.ImageHelpers.CropBitmap(Bitmap,Rectangle);ShareX.HelpersLib.ImageHelpers.CropBitmap(Bitmap,Rectangle);0
ShareX.HelpersLib.ImageHelpers.DrawBorder(Bitmap,Pen,BorderType);ShareX.HelpersLib.ImageHelpers.DrawBorder(Image,Pen,BorderType);10
ShareX.HelpersLib.ImageHelpers.AddSkew(Image,Int32,Int32);ShareX.HelpersLib.ImageHelpers.AddSkew(Image,Int32,Int32);1
ShareX.HelpersLib.ImageHelpers.AddCanvas(Image,Padding);ShareX.HelpersLib.ImageHelpers.AddCanvas(Image,Padding);2
ShareX.HelpersLib.ImageHelpers.DrawReflection(Bitmap,Int32,Int32,Int32,Int32,Boolean,Int32);ShareX.HelpersLib.ImageHelpers.DrawReflection(Image,Int32,Int32,Int32,Int32,Boolean,Int32);7
ShareX.HelpersLib.ImageHelpers.AddReflection(Image,Int32,Int32,Int32);ShareX.HelpersLib.ImageHelpers.AddReflection(Image,Int32,Int32,Int32);3
ShareX.HelpersLib.ImageHelpers.FillBackground(Image,Brush);ShareX.HelpersLib.ImageHelpers.FillBackground(Image,Brush);2
ShareX.HelpersLib.ImageHelpers.DrawCheckers(Int32,Int32,Int32,Color,Color);ShareX.HelpersLib.ImageHelpers.DrawCheckers(Int32,Int32);5
ShareX.HelpersLib.ImageHelpers.CreateCheckerPattern(Int32,Int32,Color,Color);ShareX.HelpersLib.ImageHelpers.CreateCheckerPattern(Int32,Int32,Color,Color);2
ShareX.HelpersLib.ImageHelpers.IsImagesEqual(Bitmap,Bitmap);ShareX.HelpersLib.ImageHelpers.IsImagesEqual(Bitmap,Bitmap);0
ShareX.HelpersLib.ImageHelpers.AddMetadata(Image,Int32,String);ShareX.HelpersLib.ImageHelpers.AddMetadata(Image,Int32,String);4
ShareX.HelpersLib.ImageHelpers.CopyMetadata(Image,Image);ShareX.HelpersLib.ImageHelpers.CopyMetadata(Image,Image);0
ShareX.HelpersLib.ImageHelpers.AddShadow(Bitmap,Single,Int32);ShareX.HelpersLib.ImageHelpers.AddShadow(Image,Single,Int32);1
ShareX.HelpersLib.ImageHelpers.AddShadow(Bitmap,Single,Int32,Single,Color,Point);ShareX.HelpersLib.ImageHelpers.AddShadow(Image,Single,Int32,Single,Color,Point);27
ShareX.HelpersLib.ImageHelpers.Sharpen(Bitmap,Double);ShareX.HelpersLib.ImageHelpers.Sharpen(Image,Double);23
ShareX.HelpersLib.ImageHelpers.FillBackground(Image,Color);ShareX.HelpersLib.ImageHelpers.FillBackground(Image,Color);0
ShareX.HelpersLib.ImageHelpers.FillBackground(Image,Color,Color,LinearGradientMode);ShareX.HelpersLib.ImageHelpers.FillBackground(Image,Color,Color,LinearGradientMode);0
ShareX.HelpersLib.ImageHelpers.DrawBorder(Bitmap,Color,Int32,BorderType);ShareX.HelpersLib.ImageHelpers.DrawBorder(Image,Color,Int32,BorderType);1
ShareX.HelpersLib.ImageHelpers.DrawBorder(Bitmap,Color,Color,LinearGradientMode,Int32,BorderType);ShareX.HelpersLib.ImageHelpers.DrawBorder(Image,Color,Color,LinearGradientMode,Int32,BorderType);3
ShareX.HelpersLib.ImageHelpers.CreateCheckerPattern();ShareX.HelpersLib.ImageHelpers.CreateCheckerPattern();0
ShareX.HelpersLib.ImageHelpers.DrawCheckers(Image);ShareX.HelpersLib.ImageHelpers.DrawCheckers(Image);1
ShareX.HelpersLib.ImageHelpers.GetImageFormat(String);ShareX.HelpersLib.ImageHelpers.GetImageFormat(String);17
ShareX.HelpersLib.ImageHelpers.OpenImageFileDialog(Boolean,Form,String);ShareX.HelpersLib.ImageHelpers.OpenImageFileDialog(Boolean);19
ShareX.HelpersLib.ImageHelpers.LoadImage(String);ShareX.HelpersLib.ImageHelpers.LoadImage(String);18
ShareX.HelpersLib.ImageHelpers.ResizeImage(Bitmap,Size,Boolean,Boolean);ShareX.HelpersLib.ImageHelpers.ResizeImage(Image,Size,Boolean,Boolean);1
ShareX.HelpersLib.ImageHelpers.ResizeImageLimit(Bitmap,Int32,Int32);ShareX.HelpersLib.ImageHelpers.ResizeImageLimit(Image,Int32,Int32);17
ShareX.HelpersLib.ImageHelpers.ResizeImageLimit(Bitmap,Size);ShareX.HelpersLib.ImageHelpers.ResizeImageLimit(Image,Size);3
ShareX.HelpersLib.ImageHelpers.SaveImage(Image,String);ShareX.HelpersLib.ImageHelpers.SaveImage(Image,String);8
ShareX.HelpersLib.ImageHelpers.RoundedCorners(Bitmap,Int32);ShareX.HelpersLib.ImageHelpers.RoundedCorners(Image,Int32);6
ShareX.HelpersLib.ImageHelpers.OutlineOld(Bitmap,Int32,Color);ShareX.HelpersLib.ImageHelpers.Outline(Image,Int32,Color);6
ShareX.HelpersLib.ImageHelpers.OpenImageFileDialog(Form,String);ShareX.HelpersLib.ImageHelpers.OpenImageFileDialog();10
ShareX.HelpersLib.ImageHelpers.CreateCheckerPattern(Int32,Int32);ShareX.HelpersLib.ImageHelpers.CreateCheckerPattern(Int32,Int32);1
ShareX.HelpersLib.ImageHelpers.CreateColorPickerIcon(Color,Rectangle,Int32);ShareX.HelpersLib.ImageHelpers.CreateColorPickerIcon(Color,Rectangle,Int32);0
ShareX.HelpersLib.ImageHelpers.DrawColorPickerIcon(Graphics,Color,Rectangle,Int32);ShareX.HelpersLib.ImageHelpers.DrawColorPickerIcon(Graphics,Color,Rectangle,Int32);2
ShareX.HelpersLib.ImageHelpers.HighlightImage(Bitmap,Rectangle,Color);ShareX.HelpersLib.ImageHelpers.HighlightImage(Bitmap,Rectangle,Color);0
ShareX.HelpersLib.ImageHelpers.HighlightImage(Bitmap,Rectangle);ShareX.HelpersLib.ImageHelpers.HighlightImage(Bitmap,Rectangle);0
ShareX.HelpersLib.ImageHelpers.HighlightImage(Bitmap);ShareX.HelpersLib.ImageHelpers.HighlightImage(Bitmap);0
ShareX.HelpersLib.ImageHelpers.HighlightImage(Bitmap,Color);ShareX.HelpersLib.ImageHelpers.HighlightImage(Bitmap,Color);0
ShareX.HelpersLib.ImageHelpers.RotateImage(Bitmap,Single,Boolean,Boolean);ShareX.HelpersLib.ImageHelpers.RotateImage(Image,Single,Boolean,Boolean);11
ShareX.HelpersLib.ImageHelpers.Pixelate(Bitmap,Int32);ShareX.HelpersLib.ImageHelpers.Pixelate(Bitmap,Int32);13
ShareX.HelpersLib.ImageHelpers.FastBoxBlur(Bitmap,Int32);ShareX.HelpersLib.ImageHelpers.FastBoxBlur(Bitmap,Int32);0
ShareX.HelpersLib.ImageHelpers.AutoCropTransparent(Bitmap);ShareX.HelpersLib.ImageHelpers.AutoCropImage(Bitmap);5
ShareX.HelpersLib.ImageHelpers.QuickAutoCropTransparent(Bitmap);ShareX.HelpersLib.ImageHelpers.QuickAutoCropImage(Bitmap);0
ShareX.HelpersLib.ImageHelpers.TornEdges(Bitmap,Int32,Int32,AnchorStyles,Boolean);ShareX.HelpersLib.ImageHelpers.TornEdges(Image,Int32,Int32,AnchorStyles,Boolean);30
ShareX.HelpersLib.ImageHelpers.BoxBlurHorizontal(UnsafeBitmap,Int32,Rectangle);ShareX.HelpersLib.ImageHelpers.BoxBlurHorizontal(UnsafeBitmap,Int32);11
ShareX.HelpersLib.ImageHelpers.BoxBlur(Bitmap,Int32,Rectangle);ShareX.HelpersLib.ImageHelpers.BoxBlur(Bitmap,Int32);7
ShareX.HelpersLib.ImageHelpers.BoxBlurVertical(UnsafeBitmap,Int32,Rectangle);ShareX.HelpersLib.ImageHelpers.BoxBlurVertical(UnsafeBitmap,Int32);11
ShareX.HelpersLib.ImageHelpers.IsImageTransparent(Bitmap);ShareX.HelpersLib.ImageHelpers.IsImageTransparent(Bitmap);0
ShareX.HelpersLib.ImageHelpers.FindAutoCropRectangle(Bitmap,Boolean,AnchorStyles);;50
ShareX.HelpersLib.ImageHelpers.AutoCropImage(Bitmap,Boolean,AnchorStyles);;9
ShareX.HelpersLib.ImageHelpers.ResizeImage(Bitmap,Size,InterpolationMode);;1
ShareX.HelpersLib.ImageHelpers.GetRotateFlipTypeByExifOrientationData(Int32);;0
ShareX.HelpersLib.ImageHelpers.RotateImageByExifOrientationData(Bitmap,Boolean);;6
ShareX.HelpersLib.ImageHelpers.CreateBitmap(Int32,Int32,Color);;0
ShareX.HelpersLib.ImageHelpers.LoadImageWithFileDialog();;0
ShareX.HelpersLib.ImageHelpers.ResizeImageLimit(Bitmap,Int32);;1
ShareX.HelpersLib.ImageHelpers.AddCanvas(Image,Padding,Color);;9
ShareX.HelpersLib.ImageHelpers.BoxBlur(Bitmap,Int32);;0
ShareX.HelpersLib.ImageHelpers.SaveImageFileDialog(Image,String,Boolean);;37
ShareX.HelpersLib.ImageHelpers.GetImageFileDimensions(String);;3
ShareX.HelpersLib.ImageHelpers.DrawCheckers(Int32,Int32);;1
ShareX.HelpersLib.ImageHelpers.Slice(Bitmap,Int32,Int32,Int32,Int32);;17
ShareX.HelpersLib.ImageHelpers.DrawBorder(Bitmap,GradientInfo,Int32,BorderType);;3
ShareX.HelpersLib.ImageHelpers.FillBackground(Image,GradientInfo);;0
ShareX.HelpersLib.ImageHelpers.SplitImage(Image,Int32,Int32);;1
ShareX.HelpersLib.ImageHelpers.DrawCheckers(Image,Int32,Color,Color);;0
ShareX.HelpersLib.ImageHelpers.ResizeImage(Bitmap,Int32,Int32,InterpolationMode);;0
ShareX.HelpersLib.ImageHelpers.CreateThumbnail(Bitmap,Int32,Int32);;0
ShareX.HelpersLib.ImageHelpers.ResizeImage(Bitmap,Int32,Int32,Boolean,Boolean,Color);;0
ShareX.HelpersLib.ImageHelpers.ResizeImage(Bitmap,Int32,Int32,Boolean,Boolean);;0
ShareX.HelpersLib.ImageHelpers.CombineImages(IEnumerable<Image>,Orientation,ImageCombinerAlignment,Int32);;2
ShareX.HelpersLib.ImageHelpers.SelectiveColor(Bitmap,Color,Color,Int32);;0
ShareX.HelpersLib.ImageHelpers.ApplyAspectRatio(Int32,Int32,Bitmap);;0
ShareX.HelpersLib.ImageHelpers.GetInterpolationMode(ImageInterpolationMode);;0
ShareX.HelpersLib.ImageHelpers.ApplyAspectRatio(Size,Bitmap);;0
ShareX.HelpersLib.ImageHelpers.MakeOutline(Bitmap,Int32,Int32,Color);;6
ShareX.HelpersLib.ImageHelpers.DistanceToThreshold(UnsafeBitmap,Int32,Int32,Int32,Int32);;2
ShareX.HelpersLib.ImageHelpers.Outline(Bitmap,Int32,Color,Int32,Boolean);;0
ShareX.HelpersLib.ImageHelpers.ColorDepth(Bitmap,Int32);;1
ShareX.HelpersLib.ImageHelpers.NonIndexedBitmap(Bitmap);;0
ShareX.HelpersLib.ImageHelpers.DrawGrip(Color,Color);;0
ShareX.HelpersLib.MathHelpers.RadianToDegree(Single);ShareX.HelpersLib.MathHelpers.RadianToDegree(Single);0
ShareX.HelpersLib.MathHelpers.DegreeToRadian(Single);ShareX.HelpersLib.MathHelpers.DegreeToRadian(Single);0
ShareX.HelpersLib.MathHelpers.RadianToVector2(Single);ShareX.HelpersLib.MathHelpers.RadianToVector2(Single);0
ShareX.HelpersLib.MathHelpers.RadianToVector2(Single,Single);ShareX.HelpersLib.MathHelpers.RadianToVector2(Single,Single);0
ShareX.HelpersLib.MathHelpers.DegreeToVector2(Single);ShareX.HelpersLib.MathHelpers.DegreeToVector2(Single);0
ShareX.HelpersLib.MathHelpers.DegreeToVector2(Single,Single);ShareX.HelpersLib.MathHelpers.DegreeToVector2(Single,Single);0
ShareX.HelpersLib.MathHelpers.Vector2ToRadian(Vector2);ShareX.HelpersLib.MathHelpers.Vector2ToRadian(Vector2);0
ShareX.HelpersLib.MathHelpers.Vector2ToDegree(Vector2);ShareX.HelpersLib.MathHelpers.Vector2ToDegree(Vector2);0
ShareX.HelpersLib.MathHelpers.LookAtRadian(Vector2,Vector2);ShareX.HelpersLib.MathHelpers.LookAtRadian(Vector2,Vector2);0
ShareX.HelpersLib.MathHelpers.LookAtVector2(Vector2,Vector2);ShareX.HelpersLib.MathHelpers.LookAtVector2(Vector2,Vector2);0
ShareX.HelpersLib.MathHelpers.LookAtDegree(Vector2,Vector2);ShareX.HelpersLib.MathHelpers.LookAtDegree(Vector2,Vector2);0
ShareX.HelpersLib.MathHelpers.Distance(Vector2,Vector2);ShareX.HelpersLib.MathHelpers.Distance(Vector2,Vector2);0
ShareX.HelpersLib.MathHelpers.Lerp(floatvalue1,floatvalue2,Single);ShareX.HelpersLib.MathHelpers.Lerp(Single,Single,Single);1
ShareX.HelpersLib.MathHelpers.Random(Int32);ShareX.HelpersLib.MathHelpers.Random(Int32);0
ShareX.HelpersLib.MathHelpers.Random(Int32,Int32);ShareX.HelpersLib.MathHelpers.Random(Int32,Int32);0
ShareX.HelpersLib.MathHelpers.Lerp(Vector2pos1,Vector2pos2,Single);ShareX.HelpersLib.MathHelpers.Lerp(Vector2,Vector2,Single);1
ShareX.HelpersLib.MathHelpers.CryptoRandom(Int32,Int32);;2
ShareX.HelpersLib.MathHelpers.CryptoRandom(Int32);;0
ShareX.HelpersLib.MathHelpers.RandomPick(Int32[]);;0
ShareX.HelpersLib.MathHelpers.IsOddNumber(Int32);;0
ShareX.HelpersLib.MathHelpers.Remap(floatvalue,floatfrom1,floatto1,floatfrom2,Single);;0
ShareX.HelpersLib.MathHelpers.IsEvenNumber(Int32);;0
ShareX.HelpersLib.MathHelpers.RandomPick();;0
ShareX.HelpersLib.MathHelpers.RadianToDegree(Single);;0
ShareX.HelpersLib.MathHelpers.DegreeToRadian(Single);;0
ShareX.HelpersLib.MathHelpers.RadianToVector2(Single);;0
ShareX.HelpersLib.MathHelpers.RadianToVector2(floatradian,Single);;0
ShareX.HelpersLib.MathHelpers.DegreeToVector2(Single);;0
ShareX.HelpersLib.MathHelpers.DegreeToVector2(floatdegree,Single);;0
ShareX.HelpersLib.MathHelpers.Vector2ToRadian();;0
ShareX.HelpersLib.MathHelpers.Vector2ToDegree();;0
ShareX.HelpersLib.MathHelpers.LookAtRadian();;0
ShareX.HelpersLib.MathHelpers.LookAtVector2();;0
ShareX.HelpersLib.MathHelpers.LookAtDegree();;0
ShareX.HelpersLib.MathHelpers.Distance();;0
ShareX.HelpersLib.RegistryHelpers.SearchProgramPath(String);ShareX.HelpersLib.RegistryHelpers.FindProgram(String,String);11
ShareX.HelpersLib.RegistryHelpers.CreateRegistry(String,String,Int32,RegistryHive);ShareX.HelpersLib.RegistryHelpers.CreateRegistry(String,String,Int32);1
ShareX.HelpersLib.RegistryHelpers.CreateRegistry(String,String,String,RegistryHive);ShareX.HelpersLib.RegistryHelpers.CreateRegistry(String,String,String);1
ShareX.HelpersLib.RegistryHelpers.CheckRegistry(String,String,String,RegistryHive);ShareX.HelpersLib.RegistryHelpers.CheckRegistry(String,String,String);0
ShareX.HelpersLib.RegistryHelpers.GetRegistryValue(String,String,RegistryHive);ShareX.HelpersLib.RegistryHelpers.GetRegistryValue(String,String);4
ShareX.HelpersLib.RegistryHelpers.CreateRegistry(String,Int32,RegistryHive);ShareX.HelpersLib.RegistryHelpers.CreateRegistry(String,Int32);1
ShareX.HelpersLib.RegistryHelpers.CreateRegistry(String,String,RegistryHive);ShareX.HelpersLib.RegistryHelpers.CreateRegistry(String,String);1
ShareX.HelpersLib.RegistryHelpers.RemoveRegistry(String,Boolean,RegistryHive);;0
ShareX.HelpersLib.ShortcutHelpers.Create(String,String,String);ShareX.HelpersLib.ShortcutHelpers.Create(String,String,String);0
ShareX.HelpersLib.ShortcutHelpers.Delete(String);ShareX.HelpersLib.ShortcutHelpers.Delete(String);0
ShareX.HelpersLib.ShortcutHelpers.CheckShortcut(SpecialFolder,String);ShareX.HelpersLib.ShortcutHelpers.CheckShortcut(SpecialFolder,String);0
ShareX.HelpersLib.ShortcutHelpers.GetShortcutPath(SpecialFolder);ShareX.HelpersLib.ShortcutHelpers.GetShortcutPath(SpecialFolder);0
ShareX.HelpersLib.ShortcutHelpers.SetShortcut(Boolean,SpecialFolder,String,String);ShareX.HelpersLib.ShortcutHelpers.SetShortcut(Boolean,SpecialFolder,String,String);0
ShareX.HelpersLib.ShortcutHelpers.GetShortcutTargetPath(String);ShareX.HelpersLib.ShortcutHelpers.GetShortcutTargetPath(String);4
ShareX.HelpersLib.ShortcutHelpers.SetShortcut(Boolean,String,String,String);ShareX.HelpersLib.ShortcutHelpers.SetShortcut(Boolean,String,String,String);1
ShareX.HelpersLib.ShortcutHelpers.CheckShortcut(String,String);ShareX.HelpersLib.ShortcutHelpers.CheckShortcut(String,String);0
ShareX.HelpersLib.ShortcutHelpers.PinUnpinTaskBar(String,Boolean);ShareX.HelpersLib.ShortcutHelpers.PinUnpinTaskBar(String,Boolean);0
ShareX.HelpersLib.URLHelpers.AddSlash(String,SlashType);ShareX.HelpersLib.URLHelpers.AddSlash(String,SlashType);0
ShareX.HelpersLib.URLHelpers.AddSlash(String,SlashType,Int32);ShareX.HelpersLib.URLHelpers.AddSlash(String,SlashType,Int32);0
ShareX.HelpersLib.URLHelpers.GetFileName(String);ShareX.HelpersLib.URLHelpers.GetFileName(String);0
ShareX.HelpersLib.URLHelpers.GetDirectoryPath(String);ShareX.HelpersLib.URLHelpers.GetDirectoryPath(String);0
ShareX.HelpersLib.URLHelpers.GetPaths(String);ShareX.HelpersLib.URLHelpers.GetPaths(String);0
ShareX.HelpersLib.URLHelpers.HasPrefix(String);ShareX.HelpersLib.URLHelpers.HasPrefix(String);0
ShareX.HelpersLib.URLHelpers.RemovePrefixes(String);ShareX.HelpersLib.URLHelpers.RemovePrefixes(String);0
ShareX.HelpersLib.URLHelpers.URLEncode(String,Boolean,Boolean);ShareX.HelpersLib.URLHelpers.Encode(String,String);26
ShareX.HelpersLib.URLHelpers.IsValidURL(String,Boolean);ShareX.HelpersLib.URLHelpers.IsValidURL(String,Boolean);0
ShareX.HelpersLib.URLHelpers.CombineURL(String[]);ShareX.HelpersLib.URLHelpers.CombineURL(String[]);0
ShareX.HelpersLib.URLHelpers.CombineURL(String,String);ShareX.HelpersLib.URLHelpers.CombineURL(String,String);0
ShareX.HelpersLib.URLHelpers.HtmlEncode(String);ShareX.HelpersLib.URLHelpers.HtmlEncode(String);0
ShareX.HelpersLib.URLHelpers.OpenURL(String);ShareX.HelpersLib.URLHelpers.OpenURL(String);11
ShareX.HelpersLib.URLHelpers.FixPrefix(String,String);ShareX.HelpersLib.URLHelpers.FixPrefix(String,String);0
ShareX.HelpersLib.URLHelpers.URLDecode(String,Int32);ShareX.HelpersLib.URLHelpers.URLDecode(String,Int32);0
ShareX.HelpersLib.URLHelpers.GetHostName(String);ShareX.HelpersLib.URLHelpers.GetHostName(String);0
ShareX.HelpersLib.URLHelpers.ForcePrefix(String,String);ShareX.HelpersLib.URLHelpers.ForcePrefix(String,String);0
ShareX.HelpersLib.URLHelpers.IsFileURL(String);ShareX.HelpersLib.URLHelpers.IsFileURL(String);0
ShareX.HelpersLib.URLHelpers.CreateQueryString(Dictionary<String,String>,Boolean);ShareX.HelpersLib.URLHelpers.CreateQuery(Dictionary<String,String>,Boolean);14
ShareX.HelpersLib.URLHelpers.CreateQueryString(String,Dictionary<String,String>,Boolean);ShareX.HelpersLib.URLHelpers.CreateQuery(String,Dictionary<String,String>,Boolean);5
ShareX.HelpersLib.URLHelpers.RemoveQueryString(String);ShareX.HelpersLib.URLHelpers.RemoveQuery(String);0
ShareX.HelpersLib.URLHelpers.BuildUri(String,String,String);;0
ShareX.HelpersLib.URLHelpers.RemoveBidiControlCharacters(String);;0
ShareX.HelpersLib.URLHelpers.ReplaceReservedCharacters(String,String);;0
ShareX.HelpersLib.URLHelpers.JSONEncode(String);;0
ShareX.HelpersLib.URLHelpers.ParseQueryString(String);;1
ShareX.HelpersLib.URLHelpers.XMLEncode(String);;0
ShareX.HelpersLib.URLHelpers.URLEncodeIgnoreEmoji(String,Boolean);;0
ShareX.HelpersLib.ListViewColumnSorter.ListViewColumnSorter();ShareX.HelpersLib.ListViewColumnSorter.ListViewColumnSorter();0
ShareX.HelpersLib.ListViewColumnSorter.Compare(Object,Object);ShareX.HelpersLib.ListViewColumnSorter.Compare(Object,Object);0
ShareX.HelpersLib.Logger.OnMessageAdded(String);ShareX.HelpersLib.Logger.OnMessageAdded(String);0
ShareX.HelpersLib.Logger.WriteLine(String,Object[]);ShareX.HelpersLib.Logger.WriteLine(String,Object[]);0
ShareX.HelpersLib.Logger.WriteException(String,String);ShareX.HelpersLib.Logger.WriteException(String,String);0
ShareX.HelpersLib.Logger.WriteException(Exception,String);ShareX.HelpersLib.Logger.WriteException(Exception,String);0
ShareX.HelpersLib.Logger.Clear();ShareX.HelpersLib.Logger.Clear();0
ShareX.HelpersLib.Logger.ToString();ShareX.HelpersLib.Logger.ToString();0
ShareX.HelpersLib.Logger.Logger(String);ShareX.HelpersLib.Logger.Logger(String);0
ShareX.HelpersLib.Logger.ProcessMessageQueue();ShareX.HelpersLib.Logger.ProcessMessageQueue();0
ShareX.HelpersLib.Logger.Write(String);ShareX.HelpersLib.Logger.Write(String);1
ShareX.HelpersLib.Logger.Logger();ShareX.HelpersLib.Logger.Logger();0
ShareX.HelpersLib.Logger.Write(String,Object[]);ShareX.HelpersLib.Logger.Write(String,Object[]);0
ShareX.HelpersLib.Logger.WriteLine(String);ShareX.HelpersLib.Logger.WriteLine(String);0
ShareX.HelpersLib.FolderSelectDialog.FolderSelectDialog();ShareX.HelpersLib.FolderSelectDialog.FolderSelectDialog();0
ShareX.HelpersLib.FolderSelectDialog.ShowDialog();ShareX.HelpersLib.FolderSelectDialog.ShowDialog();0
ShareX.HelpersLib.FolderSelectDialog.ShowDialog(IntPtr);ShareX.HelpersLib.FolderSelectDialog.ShowDialog(IntPtr);1
ShareX.HelpersLib.FolderSelectDialog.Dispose();ShareX.HelpersLib.FolderSelectDialog.Dispose();0
ShareX.HelpersLib.WindowWrapper.WindowWrapper(IntPtr);ShareX.HelpersLib.WindowWrapper.WindowWrapper(IntPtr);1
ShareX.HelpersLib.Reflector.Reflector(String);ShareX.HelpersLib.Reflector.Reflector(String);0
ShareX.HelpersLib.Reflector.Reflector(String,String);ShareX.HelpersLib.Reflector.Reflector(String,String);0
ShareX.HelpersLib.Reflector.GetType(String);ShareX.HelpersLib.Reflector.GetType(String);0
ShareX.HelpersLib.Reflector.New(String,Object[]);ShareX.HelpersLib.Reflector.New(String,Object[]);0
ShareX.HelpersLib.Reflector.Call(Object,String,Object[]);ShareX.HelpersLib.Reflector.Call(Object,String,Object[]);0
ShareX.HelpersLib.Reflector.Call2(Object,String,Object[]);ShareX.HelpersLib.Reflector.Call2(Object,String,Object[]);0
ShareX.HelpersLib.Reflector.CallAs(Type,Object,String,Object[]);ShareX.HelpersLib.Reflector.CallAs(Type,Object,String,Object[]);0
ShareX.HelpersLib.Reflector.CallAs2(Type,Object,String,Object[]);ShareX.HelpersLib.Reflector.CallAs2(Type,Object,String,Object[]);0
ShareX.HelpersLib.Reflector.Get(Object,String);ShareX.HelpersLib.Reflector.Get(Object,String);0
ShareX.HelpersLib.Reflector.GetAs(Type,Object,String);ShareX.HelpersLib.Reflector.GetAs(Type,Object,String);0
ShareX.HelpersLib.Reflector.GetEnum(String,String);ShareX.HelpersLib.Reflector.GetEnum(String,String);0
ShareX.HelpersLib.LayeredForm.SelectBitmap(Bitmap,Int32);ShareX.HelpersLib.LayeredForm.SelectBitmap(Bitmap,Int32);0
ShareX.HelpersLib.LayeredForm.LayeredForm();ShareX.HelpersLib.LayeredForm.LayeredForm();0
ShareX.HelpersLib.NativeMethods.GetWindowText(IntPtr);ShareX.HelpersLib.NativeMethods.GetWindowText(IntPtr);0
ShareX.HelpersLib.NativeMethods.GetClassName(IntPtr);ShareX.HelpersLib.NativeMethods.GetClassName(IntPtr);0
ShareX.HelpersLib.NativeMethods.GetClassLongPtrSafe(IntPtr,Int32);ShareX.HelpersLib.NativeMethods.GetClassLongPtrSafe(IntPtr,Int32);0
