Method_Parsed;Previous_Method_Parsed;ChgLines
ShareX.UploadersLib.FileUploaders.FTP.SendCommand(String);ShareX.UploadersLib.FileUploaders.FTP.SendCommand(String);0
ShareX.UploadersLib.FileUploaders.FTP.Dispose();ShareX.UploadersLib.FileUploaders.FTP.Dispose();0
ShareX.UploadersLib.FileUploaders.FTP.Upload(Stream,String);ShareX.UploadersLib.FileUploaders.FTP.Upload(Stream,String);0
ShareX.UploadersLib.FileUploaders.FTP.DeleteDirectory(String);ShareX.UploadersLib.FileUploaders.FTP.DeleteDirectory(String);0
ShareX.UploadersLib.FileUploaders.FTP.FTP(FTPAccount);ShareX.UploadersLib.FileUploaders.FTP.FTP(FTPAccount);1
ShareX.UploadersLib.FileUploaders.FTP.UploadFiles(String[],String);ShareX.UploadersLib.FileUploaders.FTP.UploadFiles(String[],String);0
ShareX.UploadersLib.FileUploaders.FTP.StopUpload();ShareX.UploadersLib.FileUploaders.FTP.StopUpload();0
ShareX.UploadersLib.FileUploaders.FTP.UploadData(Byte[],String);ShareX.UploadersLib.FileUploaders.FTP.UploadData(Byte[],String);0
ShareX.UploadersLib.FileUploaders.FTP.UploadFile(String,String);ShareX.UploadersLib.FileUploaders.FTP.UploadFile(String,String);0
ShareX.UploadersLib.FileUploaders.FTP.UploadImage(Image,String);ShareX.UploadersLib.FileUploaders.FTP.UploadImage(Image,String);0
ShareX.UploadersLib.FileUploaders.FTP.UploadText(String,String);ShareX.UploadersLib.FileUploaders.FTP.UploadText(String,String);0
ShareX.UploadersLib.FileUploaders.FTP.CreateMultiDirectory(String);ShareX.UploadersLib.FileUploaders.FTP.CreateMultiDirectory(String);0
ShareX.UploadersLib.FileUploaders.FTP.GetListing(String);ShareX.UploadersLib.FileUploaders.FTP.GetListing(String);0
ShareX.UploadersLib.FileUploaders.FTP.DirectoryExists(String);ShareX.UploadersLib.FileUploaders.FTP.DirectoryExists(String);0
ShareX.UploadersLib.FileUploaders.FTPFileUploaderService.CheckConfig(UploadersConfig);ShareX.UploadersLib.FileUploaders.FTPFileUploaderService.CheckConfig(UploadersConfig);0
ShareX.UploadersLib.FileUploaders.FTPFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);ShareX.UploadersLib.FileUploaders.FTPFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);0
ShareX.UploadersLib.FileUploaders.FTP.UploadData2(Stream,String);;0
ShareX.UploadersLib.FileUploaders.FileBin.Upload(Stream,String);ShareX.UploadersLib.FileUploaders.FileBin.Upload(Stream,String);0
ShareX.UploadersLib.FileUploaders.FileSonic.FileSonic(String,String);ShareX.UploadersLib.FileUploaders.FileSonic.FileSonic(String,String);0
ShareX.UploadersLib.FileUploaders.FileSonic.Upload(Stream,String);ShareX.UploadersLib.FileUploaders.FileSonic.Upload(Stream,String);1
ShareX.UploadersLib.FileUploaders.FileSonic.GetUploadURL();ShareX.UploadersLib.FileUploaders.FileSonic.GetUploadURL();0
ShareX.UploadersLib.FileUploaders.Ge_tt.Ge_tt(String);ShareX.UploadersLib.FileUploaders.Ge_tt.Ge_tt(String);0
ShareX.UploadersLib.FileUploaders.Ge_tt.Login(String,String);ShareX.UploadersLib.FileUploaders.Ge_tt.Login(String,String);2
ShareX.UploadersLib.FileUploaders.Ge_tt.CreateShare(String);ShareX.UploadersLib.FileUploaders.Ge_tt.CreateShare(String);1
ShareX.UploadersLib.FileUploaders.Ge_tt.CreateFile(String,String,String);ShareX.UploadersLib.FileUploaders.Ge_tt.CreateFile(String,String,String);5
ShareX.UploadersLib.FileUploaders.Ge_tt.Upload(Stream,String);ShareX.UploadersLib.FileUploaders.Ge_tt.Upload(Stream,String);1
ShareX.UploadersLib.FileUploaders.Ge_ttFileUploaderService.CheckConfig(UploadersConfig);ShareX.UploadersLib.FileUploaders.Ge_ttFileUploaderService.CheckConfig(UploadersConfig);0
ShareX.UploadersLib.FileUploaders.Ge_ttFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);ShareX.UploadersLib.FileUploaders.Ge_ttFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);0
ShareX.UploadersLib.FileUploaders.GfycatUploader.GfycatUploader(OAuth2Info);ShareX.UploadersLib.FileUploaders.GfycatUploader.GfycatUploader(OAuth2Info);4
ShareX.UploadersLib.FileUploaders.GfycatUploader.CheckAuthorization();ShareX.UploadersLib.FileUploaders.GfycatUploader.CheckAuthorization();0
ShareX.UploadersLib.FileUploaders.GfycatUploader.GetOrCreateToken();ShareX.UploadersLib.FileUploaders.GfycatUploader.GetOrCreateToken();6
ShareX.UploadersLib.FileUploaders.GfycatFileUploaderService.CheckConfig(UploadersConfig);ShareX.UploadersLib.FileUploaders.GfycatFileUploaderService.CheckConfig(UploadersConfig);0
ShareX.UploadersLib.FileUploaders.GfycatUploader.CreateGfycat(NameValueCollection);ShareX.UploadersLib.FileUploaders.GfycatUploader.CreateGfycat(NameValueCollection);11
ShareX.UploadersLib.FileUploaders.GfycatUploader.GetAuthorizationURL();ShareX.UploadersLib.FileUploaders.GfycatUploader.GetAuthorizationURL();1
ShareX.UploadersLib.FileUploaders.GfycatUploader.RefreshAccessToken();ShareX.UploadersLib.FileUploaders.GfycatUploader.RefreshAccessToken();3
ShareX.UploadersLib.FileUploaders.GfycatUploader.GetAccessToken(String);ShareX.UploadersLib.FileUploaders.GfycatUploader.GetAccessToken(String);3
ShareX.UploadersLib.FileUploaders.GfycatUploader.WaitForTranscode(String,UploadResult);ShareX.UploadersLib.FileUploaders.GfycatUploader.WaitForTranscode(String,UploadResult);9
ShareX.UploadersLib.FileUploaders.GfycatFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);ShareX.UploadersLib.FileUploaders.GfycatFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);2
ShareX.UploadersLib.FileUploaders.GfycatUploader.Upload(Stream,String);ShareX.UploadersLib.FileUploaders.GfycatUploader.Upload(Stream,String);4
ShareX.UploadersLib.FileUploaders.GoogleDrive.GoogleDrive(OAuth2Info);ShareX.UploadersLib.FileUploaders.GoogleDrive.GoogleDrive(OAuth2Info);2
ShareX.UploadersLib.FileUploaders.GoogleDrive.GetAuthorizationURL();ShareX.UploadersLib.FileUploaders.GoogleDrive.GetAuthorizationURL();3
ShareX.UploadersLib.FileUploaders.GoogleDrive.GetAccessToken(String);ShareX.UploadersLib.FileUploaders.GoogleDrive.GetAccessToken(String);2
ShareX.UploadersLib.FileUploaders.GoogleDrive.RefreshAccessToken();ShareX.UploadersLib.FileUploaders.GoogleDrive.RefreshAccessToken();2
ShareX.UploadersLib.FileUploaders.GoogleDrive.CheckAuthorization();ShareX.UploadersLib.FileUploaders.GoogleDrive.CheckAuthorization();0
ShareX.UploadersLib.FileUploaders.GoogleDrive.Upload(Stream,String);ShareX.UploadersLib.FileUploaders.GoogleDrive.Upload(Stream,String);43
ShareX.UploadersLib.FileUploaders.GoogleDrive.SetPermissions(String,GoogleDrivePermissionRole,GoogleDrivePermissionType,Boolean);ShareX.UploadersLib.FileUploaders.GoogleDrive.SetPermissions(String,GoogleDrivePermissionRole,GoogleDrivePermissionType,String,Boolean);15
ShareX.UploadersLib.FileUploaders.GoogleDrive.GetMetadata(String,String,String);ShareX.UploadersLib.FileUploaders.GoogleDrive.GetMetadata(String,String);19
ShareX.UploadersLib.FileUploaders.GoogleDrive.GetFolders(String,Boolean,Boolean);ShareX.UploadersLib.FileUploaders.GoogleDrive.GetFolders(Boolean,Boolean);49
ShareX.UploadersLib.FileUploaders.GoogleDriveFileUploaderService.CheckConfig(UploadersConfig);ShareX.UploadersLib.FileUploaders.GoogleDriveFileUploaderService.CheckConfig(UploadersConfig);0
ShareX.UploadersLib.FileUploaders.GoogleDriveFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);ShareX.UploadersLib.FileUploaders.GoogleDriveFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);1
ShareX.UploadersLib.FileUploaders.GoogleDriveSharedDrive.ToString();;0
ShareX.UploadersLib.FileUploaders.GoogleDrive.GetDrives();;0
ShareX.UploadersLib.FileUploaders.Hostr.Hostr(String,String);ShareX.UploadersLib.FileUploaders.Hostr.Hostr(String,String);0
ShareX.UploadersLib.FileUploaders.Hostr.Upload(Stream,String);ShareX.UploadersLib.FileUploaders.Hostr.Upload(Stream,String);3
ShareX.UploadersLib.FileUploaders.HostrFileUploaderService.CheckConfig(UploadersConfig);ShareX.UploadersLib.FileUploaders.HostrFileUploaderService.CheckConfig(UploadersConfig);0
ShareX.UploadersLib.FileUploaders.HostrFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);ShareX.UploadersLib.FileUploaders.HostrFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);0
ShareX.UploadersLib.FileUploaders.Jira.Jira();ShareX.UploadersLib.FileUploaders.Jira.Jira();2
ShareX.UploadersLib.FileUploaders.Jira.foreach(charcin);ShareX.UploadersLib.FileUploaders.Jira.foreach(charcin);0
ShareX.UploadersLib.FileUploaders.Jira.ExportPublicKey(PublicKey);ShareX.UploadersLib.FileUploaders.Jira.ExportPublicKey(PublicKey);0
ShareX.UploadersLib.FileUploaders.Jira.CalculateAndAppendLength(List<Byte>);ShareX.UploadersLib.FileUploaders.Jira.CalculateAndAppendLength(List<Byte>);0
ShareX.UploadersLib.FileUploaders.Jira.Jira(String,OAuthInfo,String);ShareX.UploadersLib.FileUploaders.Jira.Jira(String,OAuthInfo,String);1
ShareX.UploadersLib.FileUploaders.Jira.GetAuthorizationURL();ShareX.UploadersLib.FileUploaders.Jira.GetAuthorizationURL();2
ShareX.UploadersLib.FileUploaders.Jira.GetAccessToken(String);ShareX.UploadersLib.FileUploaders.Jira.GetAccessToken(String);1
ShareX.UploadersLib.FileUploaders.Jira.Upload(Stream,String);ShareX.UploadersLib.FileUploaders.Jira.Upload(Stream,String);4
ShareX.UploadersLib.FileUploaders.Jira.GetSummary(String);ShareX.UploadersLib.FileUploaders.Jira.GetSummary(String);1
ShareX.UploadersLib.FileUploaders.Jira.InitUris();ShareX.UploadersLib.FileUploaders.Jira.InitUris();4
ShareX.UploadersLib.FileUploaders.Jira.Combine(String,String);ShareX.UploadersLib.FileUploaders.Jira.Combine(String,String);0
ShareX.UploadersLib.FileUploaders.JiraFileUploaderService.CheckConfig(UploadersConfig);ShareX.UploadersLib.FileUploaders.JiraFileUploaderService.CheckConfig(UploadersConfig);0
ShareX.UploadersLib.FileUploaders.JiraFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);ShareX.UploadersLib.FileUploaders.JiraFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);0
ShareX.UploadersLib.FileUploaders.MediaFire.MediaFire(String,String,String,String);ShareX.UploadersLib.FileUploaders.MediaFire.MediaFire(String,String,String,String);4
ShareX.UploadersLib.FileUploaders.MediaFire.Upload(Stream,String);ShareX.UploadersLib.FileUploaders.MediaFire.Upload(Stream,String);1
ShareX.UploadersLib.FileUploaders.MediaFire.GetSessionToken();ShareX.UploadersLib.FileUploaders.MediaFire.GetSessionToken();7
ShareX.UploadersLib.FileUploaders.MediaFire.SimpleUpload(Stream,String);ShareX.UploadersLib.FileUploaders.MediaFire.SimpleUpload(Stream,String);3
ShareX.UploadersLib.FileUploaders.MediaFire.PollUpload(String,String);ShareX.UploadersLib.FileUploaders.MediaFire.PollUpload(String,String);2
ShareX.UploadersLib.FileUploaders.MediaFire.EnsureSuccess(MFResponse);ShareX.UploadersLib.FileUploaders.MediaFire.EnsureSuccess(MFResponse);0
ShareX.UploadersLib.FileUploaders.MediaFire.GetInitSignature();ShareX.UploadersLib.FileUploaders.MediaFire.GetInitSignature();1
ShareX.UploadersLib.FileUploaders.MediaFire.GetSignature(String,Dictionary<String,String>);ShareX.UploadersLib.FileUploaders.MediaFire.GetSignature(String,Dictionary<String,String>);2
ShareX.UploadersLib.FileUploaders.MediaFire.NextSignatureKey();ShareX.UploadersLib.FileUploaders.MediaFire.NextSignatureKey();1
ShareX.UploadersLib.FileUploaders.MediaFire.new();ShareX.UploadersLib.FileUploaders.MediaFire.new();1
ShareX.UploadersLib.FileUploaders.MediaFire.IntToChar(Int32);ShareX.UploadersLib.FileUploaders.MediaFire.IntToChar(Int32);0
ShareX.UploadersLib.FileUploaders.MediaFire.BytesToString(Byte[]);ShareX.UploadersLib.FileUploaders.MediaFire.BytesToString(Byte[]);1
ShareX.UploadersLib.FileUploaders.MediaFire.CreateNonEscapedQuery(String,Dictionary<String,String>);ShareX.UploadersLib.FileUploaders.MediaFire.CreateNonEscapedQuery(String,Dictionary<String,String>);0
ShareX.UploadersLib.FileUploaders.MediaFireFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);ShareX.UploadersLib.FileUploaders.MediaFireFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);0
ShareX.UploadersLib.FileUploaders.MediaFireFileUploaderService.CheckConfig(UploadersConfig);ShareX.UploadersLib.FileUploaders.MediaFireFileUploaderService.CheckConfig(UploadersConfig);0
ShareX.UploadersLib.FileUploaders.Mega.Mega();ShareX.UploadersLib.FileUploaders.Mega.Mega();0
ShareX.UploadersLib.FileUploaders.Mega.Mega(AuthInfos);ShareX.UploadersLib.FileUploaders.Mega.Mega(AuthInfos);0
ShareX.UploadersLib.FileUploaders.Mega.Mega(AuthInfos,String);ShareX.UploadersLib.FileUploaders.Mega.Mega(AuthInfos,String);5
ShareX.UploadersLib.FileUploaders.Mega.TryLogin();ShareX.UploadersLib.FileUploaders.Mega.TryLogin();0
ShareX.UploadersLib.FileUploaders.Mega.Login();ShareX.UploadersLib.FileUploaders.Mega.Login();3
ShareX.UploadersLib.FileUploaders.Mega.GetDisplayNodes();ShareX.UploadersLib.FileUploaders.Mega.GetDisplayNodes();1
ShareX.UploadersLib.FileUploaders.Mega.GetParentNode();ShareX.UploadersLib.FileUploaders.Mega.GetParentNode();3
ShareX.UploadersLib.FileUploaders.Mega.Upload(Stream,String);ShareX.UploadersLib.FileUploaders.Mega.Upload(Stream,String);2
ShareX.UploadersLib.FileUploaders.Mega.PostRequestJson(Uri,String);ShareX.UploadersLib.FileUploaders.Mega.PostRequestJson(Uri,String);2
ShareX.UploadersLib.FileUploaders.Mega.PostRequestRaw(Uri,Stream);ShareX.UploadersLib.FileUploaders.Mega.PostRequestRaw(Uri,Stream);0
ShareX.UploadersLib.FileUploaders.Mega.GetRequestRaw(Uri);ShareX.UploadersLib.FileUploaders.Mega.GetRequestRaw(Uri);0
ShareX.UploadersLib.FileUploaders.Mega.DisplayNode.DisplayNode();ShareX.UploadersLib.FileUploaders.Mega.DisplayNode.DisplayNode();0
ShareX.UploadersLib.FileUploaders.Mega.DisplayNode.DisplayNode(INode,IEnumerable<INode>);ShareX.UploadersLib.FileUploaders.Mega.DisplayNode.DisplayNode(INode,IEnumerable<INode>);0
ShareX.UploadersLib.FileUploaders.Mega.DisplayNode.GenerateDisplayName(INode,IEnumerable<INode>);ShareX.UploadersLib.FileUploaders.Mega.DisplayNode.GenerateDisplayName(INode,IEnumerable<INode>);0
ShareX.UploadersLib.FileUploaders.MegaFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);ShareX.UploadersLib.FileUploaders.MegaFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);1
ShareX.UploadersLib.FileUploaders.MegaFileUploaderService.CheckConfig(UploadersConfig);ShareX.UploadersLib.FileUploaders.MegaFileUploaderService.CheckConfig(UploadersConfig);0
ShareX.UploadersLib.FileUploaders.OwnCloud.OwnCloud(String,String,String);ShareX.UploadersLib.FileUploaders.OwnCloud.OwnCloud(String,String,String);0
ShareX.UploadersLib.FileUploaders.OwnCloud.Upload(Stream,String);ShareX.UploadersLib.FileUploaders.OwnCloud.Upload(Stream,String);4
ShareX.UploadersLib.FileUploaders.OwnCloud.ShareFile(String);ShareX.UploadersLib.FileUploaders.OwnCloud.ShareFile(String);57
ShareX.UploadersLib.FileUploaders.OwnCloudFileUploaderService.CheckConfig(UploadersConfig);ShareX.UploadersLib.FileUploaders.OwnCloudFileUploaderService.CheckConfig(UploadersConfig);0
ShareX.UploadersLib.FileUploaders.OwnCloudFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);ShareX.UploadersLib.FileUploaders.OwnCloudFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);4
ShareX.UploadersLib.FileUploaders.Pomf.Upload(Stream,String);ShareX.UploadersLib.FileUploaders.Pomf.Upload(Stream,String);0
ShareX.UploadersLib.FileUploaders.Pomf.Pomf(PomfUploader);ShareX.UploadersLib.FileUploaders.Pomf.Pomf(PomfUploader);0
ShareX.UploadersLib.FileUploaders.PomfFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);ShareX.UploadersLib.FileUploaders.PomfFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);0
ShareX.UploadersLib.FileUploaders.PomfFileUploaderService.CheckConfig(UploadersConfig);ShareX.UploadersLib.FileUploaders.PomfFileUploaderService.CheckConfig(UploadersConfig);0
ShareX.UploadersLib.FileUploaders.Pushbullet.Pushbullet(PushbulletSettings);ShareX.UploadersLib.FileUploaders.Pushbullet.Pushbullet(PushbulletSettings);0
ShareX.UploadersLib.FileUploaders.Pushbullet.PushFile(Stream,String);ShareX.UploadersLib.FileUploaders.Pushbullet.PushFile(Stream,String);2
ShareX.UploadersLib.FileUploaders.Pushbullet.GetDeviceList();ShareX.UploadersLib.FileUploaders.Pushbullet.GetDeviceList();6
ShareX.UploadersLib.FileUploaders.Pushbullet.PushNote(String,String);ShareX.UploadersLib.FileUploaders.Pushbullet.PushNote(String,String);0
ShareX.UploadersLib.FileUploaders.Pushbullet.PushLink(String,String);ShareX.UploadersLib.FileUploaders.Pushbullet.PushLink(String,String);0
ShareX.UploadersLib.FileUploaders.Pushbullet.Push(String,String,String,String);ShareX.UploadersLib.FileUploaders.Pushbullet.Push(String,String,String,String);2
ShareX.UploadersLib.FileUploaders.Pushbullet.Upload(Stream,String);ShareX.UploadersLib.FileUploaders.Pushbullet.Upload(Stream,String);0
ShareX.UploadersLib.FileUploaders.PushbulletFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);ShareX.UploadersLib.FileUploaders.PushbulletFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);0
ShareX.UploadersLib.FileUploaders.PushbulletFileUploaderService.CheckConfig(UploadersConfig);ShareX.UploadersLib.FileUploaders.PushbulletFileUploaderService.CheckConfig(UploadersConfig);0
ShareX.UploadersLib.FileUploaders.PushbulletSettings.if( DeviceList . IsValidIndex();;0
ShareX.UploadersLib.FileUploaders.SFTP.SFTP(FTPAccount);ShareX.UploadersLib.FileUploaders.SFTP.SFTP(FTPAccount);0
ShareX.UploadersLib.FileUploaders.SFTP.Connect();ShareX.UploadersLib.FileUploaders.SFTP.Connect();0
ShareX.UploadersLib.FileUploaders.SFTP.Disconnect();ShareX.UploadersLib.FileUploaders.SFTP.Disconnect();0
ShareX.UploadersLib.FileUploaders.SFTP.DirectoryExists(String);ShareX.UploadersLib.FileUploaders.SFTP.DirectoryExists(String);0
ShareX.UploadersLib.FileUploaders.SFTP.CreateMultiDirectory(String);ShareX.UploadersLib.FileUploaders.SFTP.CreateMultiDirectory(String);0
ShareX.UploadersLib.FileUploaders.SFTP.Upload(Stream,String);ShareX.UploadersLib.FileUploaders.SFTP.Upload(Stream,String);0
ShareX.UploadersLib.FileUploaders.SFTP.Dispose();ShareX.UploadersLib.FileUploaders.SFTP.Dispose();0
ShareX.UploadersLib.FileUploaders.SFTP.StopUpload();ShareX.UploadersLib.FileUploaders.SFTP.StopUpload();0
ShareX.UploadersLib.FileUploaders.SFTP.UploadStream(Stream,String,Boolean);ShareX.UploadersLib.FileUploaders.SFTP.UploadStream(Stream,String,Boolean);0
ShareX.UploadersLib.FileUploaders.SFTP.CreateDirectory(String,Boolean);ShareX.UploadersLib.FileUploaders.SFTP.CreateDirectory(String,Boolean);0
ShareX.UploadersLib.FileUploaders.SFTP.ChangeDirectory(String,Boolean);ShareX.UploadersLib.FileUploaders.SFTP.ChangeDirectory(String,Boolean);0
ShareX.UploadersLib.FileUploaders.SendSpace.SendSpace(String);ShareX.UploadersLib.FileUploaders.SendSpace.SendSpace(String);0
ShareX.UploadersLib.FileUploaders.SendSpace.ParseResponse(String);ShareX.UploadersLib.FileUploaders.SendSpace.ParseResponse(String);0
ShareX.UploadersLib.FileUploaders.SendSpace.ParseUploadResponse(String);ShareX.UploadersLib.FileUploaders.SendSpace.ParseUploadResponse(String);0
ShareX.UploadersLib.FileUploaders.SendSpace.LoginInfo.LoginInfo();ShareX.UploadersLib.FileUploaders.SendSpace.LoginInfo.LoginInfo();0
ShareX.UploadersLib.FileUploaders.SendSpace.LoginInfo.LoginInfo(XElement);ShareX.UploadersLib.FileUploaders.SendSpace.LoginInfo.LoginInfo(XElement);0
ShareX.UploadersLib.FileUploaders.SendSpace.UploadInfo.UploadInfo();ShareX.UploadersLib.FileUploaders.SendSpace.UploadInfo.UploadInfo();0
ShareX.UploadersLib.FileUploaders.SendSpace.UploadInfo.UploadInfo(XElement);ShareX.UploadersLib.FileUploaders.SendSpace.UploadInfo.UploadInfo(XElement);0
ShareX.UploadersLib.FileUploaders.SendSpace.AuthRegister(String,String,String,String);ShareX.UploadersLib.FileUploaders.SendSpace.AuthRegister(String,String,String,String);0
ShareX.UploadersLib.FileUploaders.SendSpace.AuthCreateToken();ShareX.UploadersLib.FileUploaders.SendSpace.AuthCreateToken();0
ShareX.UploadersLib.FileUploaders.SendSpace.AuthLogin(String,String,String);ShareX.UploadersLib.FileUploaders.SendSpace.AuthLogin(String,String,String);0
ShareX.UploadersLib.FileUploaders.SendSpace.AuthCheckSession(String);ShareX.UploadersLib.FileUploaders.SendSpace.AuthCheckSession(String);0
ShareX.UploadersLib.FileUploaders.SendSpace.AuthLogout(String);ShareX.UploadersLib.FileUploaders.SendSpace.AuthLogout(String);0
ShareX.UploadersLib.FileUploaders.SendSpace.UploadGetInfo(String);ShareX.UploadersLib.FileUploaders.SendSpace.UploadGetInfo(String);0
ShareX.UploadersLib.FileUploaders.SendSpace.AnonymousUploadGetInfo();ShareX.UploadersLib.FileUploaders.SendSpace.AnonymousUploadGetInfo();0
ShareX.UploadersLib.FileUploaders.SendSpace.PrepareArguments(String,String,String,String,String,String,String,String,String);ShareX.UploadersLib.FileUploaders.SendSpace.PrepareArguments(String,String,String,String,String,String,String,String,String);0
ShareX.UploadersLib.FileUploaders.SendSpace.PrepareArguments(String,String,String);ShareX.UploadersLib.FileUploaders.SendSpace.PrepareArguments(String,String,String);0
ShareX.UploadersLib.FileUploaders.SendSpace.Upload(Stream,String,UploadInfo);ShareX.UploadersLib.FileUploaders.SendSpace.Upload(Stream,String,UploadInfo);0
ShareX.UploadersLib.FileUploaders.SendSpace.Upload(Stream,String);ShareX.UploadersLib.FileUploaders.SendSpace.Upload(Stream,String);0
ShareX.UploadersLib.FileUploaders.SendSpace.CheckProgress.CheckProgress(String,SendSpace);ShareX.UploadersLib.FileUploaders.SendSpace.CheckProgress.CheckProgress(String,SendSpace);3
ShareX.UploadersLib.FileUploaders.SendSpace.CheckProgress.DoWork(CancellationToken);ShareX.UploadersLib.FileUploaders.SendSpace.CheckProgress.bw_DoWork(Object,DoWorkEventArgs);1
ShareX.UploadersLib.FileUploaders.SendSpace.CheckProgress.ProgressInfo.ProgressInfo();ShareX.UploadersLib.FileUploaders.SendSpace.CheckProgress.ProgressInfo.ProgressInfo();0
ShareX.UploadersLib.FileUploaders.SendSpace.CheckProgress.ProgressInfo.ProgressInfo(String);ShareX.UploadersLib.FileUploaders.SendSpace.CheckProgress.ProgressInfo.ProgressInfo(String);0
ShareX.UploadersLib.FileUploaders.SendSpace.CheckProgress.ProgressInfo.ParseResponse(String);ShareX.UploadersLib.FileUploaders.SendSpace.CheckProgress.ProgressInfo.ParseResponse(String);0
ShareX.UploadersLib.FileUploaders.SendSpace.CheckProgress.ProgressInfo.ToString();ShareX.UploadersLib.FileUploaders.SendSpace.CheckProgress.ProgressInfo.ToString();0
ShareX.UploadersLib.FileUploaders.SendSpace.CheckProgress.Dispose();ShareX.UploadersLib.FileUploaders.SendSpace.CheckProgress.Dispose();2
ShareX.UploadersLib.FileUploaders.SendSpaceFileUploaderService.CheckConfig(UploadersConfig);ShareX.UploadersLib.FileUploaders.SendSpaceFileUploaderService.CheckConfig(UploadersConfig);0
ShareX.UploadersLib.FileUploaders.SendSpaceFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);ShareX.UploadersLib.FileUploaders.SendSpaceFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);0
ShareX.UploadersLib.FileUploaders.SendSpaceManager.PrepareUploadInfo(String,String,String);ShareX.UploadersLib.FileUploaders.SendSpaceManager.PrepareUploadInfo(String,String,String);1
ShareX.UploadersLib.FileUploaders.ShareCX.Upload(Stream,String);ShareX.UploadersLib.FileUploaders.ShareCX.Upload(Stream,String);0
ShareX.UploadersLib.FileUploaders.SharedFolderUploader.SharedFolderUploader(LocalhostAccount);ShareX.UploadersLib.FileUploaders.SharedFolderUploader.SharedFolderUploader(LocalhostAccount);0
ShareX.UploadersLib.FileUploaders.SharedFolderUploader.Upload(Stream,String);ShareX.UploadersLib.FileUploaders.SharedFolderUploader.Upload(Stream,String);0
ShareX.UploadersLib.FileUploaders.SharedFolderFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);ShareX.UploadersLib.FileUploaders.SharedFolderFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);0
ShareX.UploadersLib.FileUploaders.SharedFolderFileUploaderService.CheckConfig(UploadersConfig);ShareX.UploadersLib.FileUploaders.SharedFolderFileUploaderService.CheckConfig(UploadersConfig);0
ShareX.UploadersLib.EmailForm.Dispose(Boolean);ShareX.UploadersLib.EmailForm.Dispose(Boolean);0
ShareX.UploadersLib.EmailForm.InitializeComponent();ShareX.UploadersLib.EmailForm.InitializeComponent();1
ShareX.UploadersLib.GUI.EmailForm.EmailForm();ShareX.UploadersLib.GUI.EmailForm.EmailForm();0
ShareX.UploadersLib.GUI.EmailForm.EmailForm(String,String,String);ShareX.UploadersLib.GUI.EmailForm.EmailForm(String,String,String);0
ShareX.UploadersLib.GUI.EmailForm.btnSend_Click(Object,EventArgs);ShareX.UploadersLib.GUI.EmailForm.btnSend_Click(Object,EventArgs);0
ShareX.UploadersLib.GUI.EmailForm.btnCancel_Click(Object,EventArgs);ShareX.UploadersLib.GUI.EmailForm.btnCancel_Click(Object,EventArgs);0
ShareX.UploadersLib.EmailForm.EmailForm();ShareX.UploadersLib.EmailForm.EmailForm();2
ShareX.UploadersLib.EmailForm.EmailForm(String,String,String);ShareX.UploadersLib.EmailForm.EmailForm(String,String,String);0
ShareX.UploadersLib.EmailForm.btnSend_Click(Object,EventArgs);ShareX.UploadersLib.EmailForm.btnSend_Click(Object,EventArgs);0
ShareX.UploadersLib.EmailForm.btnCancel_Click(Object,EventArgs);ShareX.UploadersLib.EmailForm.btnCancel_Click(Object,EventArgs);0
ShareX.UploadersLib.EmailForm.EmailForm_Shown(Object,EventArgs);ShareX.UploadersLib.EmailForm.EmailForm_Shown(Object,EventArgs);0
ShareX.UploadersLib.JiraUpload.Dispose(Boolean);ShareX.UploadersLib.JiraUpload.Dispose(Boolean);0
ShareX.UploadersLib.JiraUpload.InitializeComponent();ShareX.UploadersLib.JiraUpload.InitializeComponent();1
ShareX.UploadersLib.JiraUpload.JiraUpload();ShareX.UploadersLib.JiraUpload.JiraUpload();2
